ProductID,urlName,Description,url
14840001,"Minims Pilocarpine Eye Drops","Minims Pilocarpine Eye Drops",http://www.mydr.com.au/medicines/cmis/minims-pilocarpine-eye-drops
14860001,Mydriacyl,"Mydriacyl Eye drops",http://www.mydr.com.au/medicines/cmis/mydriacyl-eye-drops
14950001,Tenopt,"Tenopt Eye drops",http://www.mydr.com.au/medicines/cmis/tenopt-eye-drops
14960001,Timoptol,"Timoptol Eye drops",http://www.mydr.com.au/medicines/cmis/timoptol-eye-drops
15000001,Flarex,"Flarex Eye drops",http://www.mydr.com.au/medicines/cmis/flarex-eye-drops
15010001,Flucon,"Flucon Eye drops",http://www.mydr.com.au/medicines/cmis/flucon-eye-drops
15020001,FML,"FML Eye drops",http://www.mydr.com.au/medicines/cmis/fml-eye-drops
15040002,"Siguent Hycor Eye Ointment","Siguent Hycor Eye Ointment",http://www.mydr.com.au/medicines/cmis/siguent-hycor-eye-ointment
15050001,Maxidex,"Maxidex Eye Drops",http://www.mydr.com.au/medicines/cmis/maxidex-eye-drops
15060001,"Minims Prednisolone Eye Drops","Minims Prednisolone Eye Drops",http://www.mydr.com.au/medicines/cmis/minims-prednisolone-eye-drops
15070001,"Prednefrin Forte","Prednefrin Forte Eye drops",http://www.mydr.com.au/medicines/cmis/prednefrin-forte-eye-drops
15110001,"Alcaine Eye Drops 0.5%","Alcaine Eye Drops",http://www.mydr.com.au/medicines/cmis/alcaine-eye-drops
15320001,Clavam,"Clavam Tablets",http://www.mydr.com.au/medicines/cmis/clavam-tablets
15330001,Azastrole,"Azastrole Tablets",http://www.mydr.com.au/medicines/cmis/azastrole-tablets
15340001,Bicalox,"Bicalox Tablets",http://www.mydr.com.au/medicines/cmis/bicalox-tablets
15350001,Maxigesic,"Maxigesic Tablets",http://www.mydr.com.au/medicines/cmis/maxigesic-tablets
15360001,Auro-Lisinopril,"Auro-Lisinopril Tablets",http://www.mydr.com.au/medicines/cmis/auro-lisinopril-tablets
15370001,Topra,"Topra Tablets",http://www.mydr.com.au/medicines/cmis/topra-tablets
15400001,"Latanoprost/Timolol Sandoz","Latanoprost/Timolol Sandoz Eye drops",http://www.mydr.com.au/medicines/cmis/latanoprost-timolol-sandoz-eye-drops
15420001,Opsumit,"Opsumit Tablets",http://www.mydr.com.au/medicines/cmis/opsumit-tablets
15440001,"Acitretin Actavis","Acitretin Actavis Capsules",http://www.mydr.com.au/medicines/cmis/acitretin-actavis-capsules
15450001,"Enalapril Actavis","Enalapril Actavis Tablets",http://www.mydr.com.au/medicines/cmis/enalapril-actavis-tablets
15460001,"Perindopril Actavis","Perindopril Actavis Tablets",http://www.mydr.com.au/medicines/cmis/perindopril-actavis-tablets
15470001,"Tramadol ACT","Tramadol ACT Solution for injection",http://www.mydr.com.au/medicines/cmis/tramadol-act-solution-for-injection
15480001,"Tramadol Actavis","Tramadol Actavis Capsules",http://www.mydr.com.au/medicines/cmis/tramadol-actavis-capsules
15490001,"Venlafaxine Actavis XR","Venlafaxine Actavis XR Modified release capsules",http://www.mydr.com.au/medicines/cmis/venlafaxine-actavis-xr-modified-release-capsules
15510001,Mekinist,"Mekinist Tablets",http://www.mydr.com.au/medicines/cmis/mekinist-tablets
15520001,"Pharmacor Mycophenolate 250","Pharmacor Mycophenolate 250 Capsules",http://www.mydr.com.au/medicines/cmis/pharmacor-mycophenolate-250-capsules
15530001,"OxyContin Tablets Reformulated","OxyContin Tablets Reformulated",http://www.mydr.com.au/medicines/cmis/oxycontin-tablets-reformulated
15560001,APO-Azathioprine,"APO-Azathioprine Tablets",http://www.mydr.com.au/medicines/cmis/apo-azathioprine-tablets
15600001,"Paracetamol BNM","Paracetamol BNM Solution for infusion",http://www.mydr.com.au/medicines/cmis/paracetamol-bnm-solution-for-infusion
15610001,Veletri,"Veletri Powder for infusion",http://www.mydr.com.au/medicines/cmis/veletri-powder-for-infusion
15620001,"Dolased Forte","Dolased Forte Tablets",http://www.mydr.com.au/medicines/cmis/dolased-forte-tablets
15630001,APOTEX-Pregabalin,"APOTEX-Pregabalin Capsules",http://www.mydr.com.au/medicines/cmis/apotex-pregabalin-capsules
15650001,Finasteride-1mg,"Finasteride-1mg Tablets",http://www.mydr.com.au/medicines/cmis/finasteride-1mg-tablets
15660001,Cadivast,"Cadivast 5/10 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-5-10-tablets
15660002,Cadivast,"Cadivast 5/20 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-5-20-tablets
15660003,Cadivast,"Cadivast 5/40 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-5-40-tablets
15660004,Cadivast,"Cadivast 5/80 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-5-80-tablets
15660005,Cadivast,"Cadivast 10/10 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-10-10-tablets
15660006,Cadivast,"Cadivast 10/20 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-10-20-tablets
15660007,Cadivast,"Cadivast 10/40 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-10-40-tablets
15660008,Cadivast,"Cadivast 10/80 Tablets",http://www.mydr.com.au/medicines/cmis/cadivast-10-80-tablets
15680001,"Doxorubicin MYX","Doxorubicin MYX Concentrate for injection",http://www.mydr.com.au/medicines/cmis/doxorubicin-myx-concentrate-for-injection
15740001,Cilopam-S,"Cilopam-S Tablets",http://www.mydr.com.au/medicines/cmis/cilopam-s-tablets
15760001,Gabacor,"Gabacor Capsules",http://www.mydr.com.au/medicines/cmis/gabacor-capsules
15770001,Gynotril,"Gynotril Tablets",http://www.mydr.com.au/medicines/cmis/gynotril-tablets
15820001,"Bretaris Genuair","Bretaris Genuair Powder for inhalation",http://www.mydr.com.au/medicines/cmis/bretaris-genuair-powder-for-inhalation
15840001,Myozyme,"Myozyme Powder for infusion",http://www.mydr.com.au/medicines/cmis/myozyme-powder-for-infusion
15850001,"Striverdi Respimat","Striverdi Respimat Solution for inhalation",http://www.mydr.com.au/medicines/cmis/striverdi-respimat-solution-for-inhalation
15860001,Betmiga,"Betmiga Prolonged release tablets",http://www.mydr.com.au/medicines/cmis/betmiga-prolonged-release-tablets
16050001,"Diamox Tablets","Diamox Tablets",http://www.mydr.com.au/medicines/cmis/diamox-tablets
16060001,"Duratears Lubricating Eye Ointment","Duratears Lubricating Eye Ointment",http://www.mydr.com.au/medicines/cmis/duratears-lubricating-eye-ointment
63740001,"NeisVac-C Vaccine","NeisVac-C Vaccine Suspension for injection",http://www.mydr.com.au/medicines/cmis/neisvac-c-vaccine-suspension-for-injection
63760001,"Menjugate Syringe","Menjugate Syringe",http://www.mydr.com.au/medicines/cmis/menjugate-syringe
63800001,Fasturtec,"Fasturtec Powder for injection",http://www.mydr.com.au/medicines/cmis/fasturtec-powder-for-injection
63810001,"Chemists' Own Dolased Analgesic-Calmative","Chemists' Own Dolased Analgesic-Calmative Tablets",http://www.mydr.com.au/medicines/cmis/chemists-own-dolased-analgesic-calmative-tablets
63820001,"Chemmart Methylphenidate","Chemmart Methylphenidate Tablets",http://www.mydr.com.au/medicines/cmis/chemmart-methylphenidate-tablets
63830001,"GenRx Methylphenidate","GenRx Methylphenidate Tablets",http://www.mydr.com.au/medicines/cmis/genrx-methylphenidate-tablets
63850001,"Terry White Chemists Methylphenidate","Terry White Chemists Methylphenidate Tablets",http://www.mydr.com.au/medicines/cmis/terry-white-chemists-methylphenidate-tablets
63910001,Vivaxim,"Vivaxim Solution for injection",http://www.mydr.com.au/medicines/cmis/vivaxim-solution-for-injection
63930001,"Lumigan Eye Drops","Lumigan Eye Drops",http://www.mydr.com.au/medicines/cmis/lumigan-eye-drops
63960001,"Chemists' Own Difenacol Cough Mixture","Chemists' Own Difenacol Cough Mixture",http://www.mydr.com.au/medicines/cmis/chemists-own-difenacol-cough-mixture
64010001,Sigmaxin,"Sigmaxin Tablets",http://www.mydr.com.au/medicines/cmis/sigmaxin-tablets
64010002,Sigmaxin,"Sigmaxin PG Tablets",http://www.mydr.com.au/medicines/cmis/sigmaxin-pg-tablets
64020001,Eutroxsig,"Eutroxsig Tablets",http://www.mydr.com.au/medicines/cmis/eutroxsig-tablets
64040001,Viread,"Viread Tablets",http://www.mydr.com.au/medicines/cmis/viread-tablets
64050001,Alprax,"Alprax Tablets",http://www.mydr.com.au/medicines/cmis/alprax-tablets
64060001,Roxin,"Roxin Tablets",http://www.mydr.com.au/medicines/cmis/roxin-tablets
64070001,Zydol,"Zydol Capsules",http://www.mydr.com.au/medicines/cmis/zydol-capsules
64080001,Mirtazon,"Mirtazon Tablets",http://www.mydr.com.au/medicines/cmis/mirtazon-tablets
64130001,Celapram,"Celapram Tablets",http://www.mydr.com.au/medicines/cmis/celapram-tablets
64140001,Valcyte,"Valcyte Tablets",http://www.mydr.com.au/medicines/cmis/valcyte-tablets
64140002,Valcyte,"Valcyte Powder for oral solution",http://www.mydr.com.au/medicines/cmis/valcyte-powder-for-oral-solution
64160001,Enalapril-DP,"Enalapril-DP Tablets",http://www.mydr.com.au/medicines/cmis/enalapril-dp-tablets
64170002,"DBL Epirubicin Hydrochloride Injection","DBL Epirubicin Hydrochloride Injection",http://www.mydr.com.au/medicines/cmis/dbl-epirubicin-hydrochloride-injection
64180001,"Keppra Oral","Keppra Oral Tablets",http://www.mydr.com.au/medicines/cmis/keppra-oral-tablets
64180002,"Keppra Oral","Keppra Oral solution",http://www.mydr.com.au/medicines/cmis/keppra-oral-solution
64230001,Biostate,"Biostate Powder for injection",http://www.mydr.com.au/medicines/cmis/biostate-powder-for-injection
64240001,"Gliadel Implant","Gliadel Implant",http://www.mydr.com.au/medicines/cmis/gliadel-implant
64250001,"EpiPen Jr","EpiPen Jr Auto-Injector",http://www.mydr.com.au/medicines/cmis/epipen-jr-auto-injector
64260001,"Teveten Plus","Teveten Plus Tablets",http://www.mydr.com.au/medicines/cmis/teveten-plus-tablets
64290001,"WinRho SDF","WinRho SDF Powder for injection",http://www.mydr.com.au/medicines/cmis/winrho-sdf-powder-for-injection
64410001,Dotarem,"Dotarem Solution for injection",http://www.mydr.com.au/medicines/cmis/dotarem-solution-for-injection
92160001,"Quetiapine Pfizer","Quetiapine Pfizer Tablets",http://www.mydr.com.au/medicines/cmis/quetiapine-pfizer-tablets
92170001,"Quetiapine RBX","Quetiapine RBX Tablets",http://www.mydr.com.au/medicines/cmis/quetiapine-rbx-tablets
92180001,"Quetiapine Sandoz","Quetiapine Sandoz Tablets",http://www.mydr.com.au/medicines/cmis/quetiapine-sandoz-tablets
92190001,Quipine,"Quipine Tablets",http://www.mydr.com.au/medicines/cmis/quipine-tablets
92200001,Sequase,"Sequase Tablets",http://www.mydr.com.au/medicines/cmis/sequase-tablets
92210001,"Terry White Chemists Quetiapine","Terry White Chemists Quetiapine Tablets",http://www.mydr.com.au/medicines/cmis/terry-white-chemists-quetiapine-tablets
92220001,Anastrol,"Anastrol Tablets",http://www.mydr.com.au/medicines/cmis/anastrol-tablets
92230001,Anastrozole-DRLA,"Anastrozole-DRLA Tablets",http://www.mydr.com.au/medicines/cmis/anastrozole-drla-tablets
92240001,Anastrozole-GA,"Anastrozole-GA Tablets",http://www.mydr.com.au/medicines/cmis/anastrozole-ga-tablets
92250001,"Anastrozole GH","Anastrozole GH Tablets",http://www.mydr.com.au/medicines/cmis/anastrozole-gh-tablets
92280001,"Anastrozole RBX","Anastrozole RBX Tablets",http://www.mydr.com.au/medicines/cmis/anastrozole-rbx-tablets
92290001,"Anastrozole Sandoz","Anastrozole Sandoz Tablets",http://www.mydr.com.au/medicines/cmis/anastrozole-sandoz-tablets
92310001,APO-Anastrozole,"APO-Anastrozole Tablets",http://www.mydr.com.au/medicines/cmis/apo-anastrozole-tablets
92320001,"Chemmart Anastrozole","Chemmart Anastrozole Tablets",http://www.mydr.com.au/medicines/cmis/chemmart-anastrozole-tablets
92330001,"Terry White Chemists Anastrozole","Terry White Chemists Anastrozole Tablets",http://www.mydr.com.au/medicines/cmis/terry-white-chemists-anastrozole-tablets
92350001,"Atorvastatin Pfizer","Atorvastatin Pfizer Tablets",http://www.mydr.com.au/medicines/cmis/atorvastatin-pfizer-tablets
92360001,Trovas,"Trovas Tablets",http://www.mydr.com.au/medicines/cmis/trovas-tablets
92370001,APO-Bisoprolol,"APO-Bisoprolol Tablets",http://www.mydr.com.au/medicines/cmis/apo-bisoprolol-tablets
92380001,"Chemmart Bisoprolol","Chemmart Bisoprolol Tablets",http://www.mydr.com.au/medicines/cmis/chemmart-bisoprolol-tablets
92390001,"Terry White Chemists Bisoprolol","Terry White Chemists Bisoprolol Tablets",http://www.mydr.com.au/medicines/cmis/terry-white-chemists-bisoprolol-tablets
92400001,"APO-Venlafaxine XR","APO-Venlafaxine XR Modified release capsules",http://www.mydr.com.au/medicines/cmis/apo-venlafaxine-xr-modified-release-capsules
92410001,"Chemmart Venlafaxine XR","Chemmart Venlafaxine XR Modified release capsules",http://www.mydr.com.au/medicines/cmis/chemmart-venlafaxine-xr-modified-release-capsules
92420001,"Elaxine SR","Elaxine SR Modified Release Capsules",http://www.mydr.com.au/medicines/cmis/elaxine-sr-modified-release-capsules
92430001,Enlafax-XR,"Enlafax-XR Modified release capsules",http://www.mydr.com.au/medicines/cmis/enlafax-xr-modified-release-capsules
92440001,"Terry White Chemists Venlafaxine XR","Terry White Chemists Venlafaxine XR Modified release capsules",http://www.mydr.com.au/medicines/cmis/terry-white-chemists-venlafaxine-xr-modified-release-capsules
92460001,"Venlafaxine Sandoz XR","Venlafaxine Sandoz XR Modified release capsules",http://www.mydr.com.au/medicines/cmis/venlafaxine-sandoz-xr-modified-release-capsules
92470001,"Venla RBX","Venla RBX Modified release capsules",http://www.mydr.com.au/medicines/cmis/venla-rbx-modified-release-capsules
92480001,"Venlexor XR","Venlexor XR Modified release capsules",http://www.mydr.com.au/medicines/cmis/venlexor-xr-modified-release-capsules
92500001,Clopidogrel-PS,"Clopidogrel-PS Tablets",http://www.mydr.com.au/medicines/cmis/clopidogrel-ps-tablets
92510001,Frusemide-PS,"Frusemide-PS Tablets",http://www.mydr.com.au/medicines/cmis/frusemide-ps-tablets
92520001,Frusax,"Frusax Tablets",http://www.mydr.com.au/medicines/cmis/frusax-tablets
92530001,APO-Isotretinoin,"APO-Isotretinoin Capsules",http://www.mydr.com.au/medicines/cmis/apo-isotretinoin-capsules
92540001,APO-Letrozole,"APO-Letrozole Tablets",http://www.mydr.com.au/medicines/cmis/apo-letrozole-tablets
92550001,"Chemmart Letrozole","Chemmart Letrozole Tablets",http://www.mydr.com.au/medicines/cmis/chemmart-letrozole-tablets
92560001,Femolet,"Femolet Tablets",http://www.mydr.com.au/medicines/cmis/femolet-tablets
92570001,Fera,"Fera Tablets",http://www.mydr.com.au/medicines/cmis/fera-tablets
92580001,Letara,"Letara Tablets",http://www.mydr.com.au/medicines/cmis/letara-tablets
92590001,"Letrozole Actavis","Letrozole Actavis Tablets",http://www.mydr.com.au/medicines/cmis/letrozole-actavis-tablets
92610001,Letrozole-GA,"Letrozole-GA Tablets",http://www.mydr.com.au/medicines/cmis/letrozole-ga-tablets
92630001,"Letrozole RBX","Letrozole RBX Tablets",http://www.mydr.com.au/medicines/cmis/letrozole-rbx-tablets
92640001,"Letrozole Sandoz","Letrozole Sandoz Tablets",http://www.mydr.com.au/medicines/cmis/letrozole-sandoz-tablets
92650001,"Terry White Chemists Letrozole","Terry White Chemists Letrozole Tablets",http://www.mydr.com.au/medicines/cmis/terry-white-chemists-letrozole-tablets
92660001,"Acquin Aspen","Acquin Aspen Tablets",http://www.mydr.com.au/medicines/cmis/acquin-aspen-tablets
92670001,"Sertraline Pfizer","Sertraline Pfizer Tablets",http://www.mydr.com.au/medicines/cmis/sertraline-pfizer-tablets
92690001,"Valaciclovir Actavis","Valaciclovir Actavis Tablets",http://www.mydr.com.au/medicines/cmis/valaciclovir-actavis-tablets
92700001,Incivo,"Incivo Tablets",http://www.mydr.com.au/medicines/cmis/incivo-tablets
92710001,Moviprep,"Moviprep Powder for oral solution",http://www.mydr.com.au/medicines/cmis/moviprep-powder-for-oral-solution
92720001,Cayston,"Cayston Powder for inhalation",http://www.mydr.com.au/medicines/cmis/cayston-powder-for-inhalation
92730001,Victrelis,"Victrelis Capsules",http://www.mydr.com.au/medicines/cmis/victrelis-capsules
92740001,Zytiga,"Zytiga Tablets",http://www.mydr.com.au/medicines/cmis/zytiga-tablets
92760001,Zactin,"Zactin Capsules",http://www.mydr.com.au/medicines/cmis/zactin-capsules
92770001,Densate,"Densate Tablets",http://www.mydr.com.au/medicines/cmis/densate-tablets
92780001,"Anastrozole Synthon","Anastrozole Synthon Tablets",http://www.mydr.com.au/medicines/cmis/anastrozole-synthon-tablets
92790001,Arianna,"Arianna Tablets",http://www.mydr.com.au/medicines/cmis/arianna-tablets
92800001,Beprol,"Beprol Tablets",http://www.mydr.com.au/medicines/cmis/beprol-tablets
92810001,Letrozole-Synthon,"Letrozole-Synthon Tablets",http://www.mydr.com.au/medicines/cmis/letrozole-synthon-tablets
92820001,Glucobete,"Glucobete Tablets",http://www.mydr.com.au/medicines/cmis/glucobete-tablets
92830001,Aurozapine,"Aurozapine Tablets",http://www.mydr.com.au/medicines/cmis/aurozapine-tablets
92840001,"Quinapril Pfizer","Quinapril Pfizer Tablets",http://www.mydr.com.au/medicines/cmis/quinapril-pfizer-tablets
92850001,"Pharmacor Mycophenolate 500","Pharmacor Mycophenolate 500 Tablets",http://www.mydr.com.au/medicines/cmis/pharmacor-mycophenolate-500-tablets
92870001,"Milivin OD","Milivin OD Orally disintegrating tablets",http://www.mydr.com.au/medicines/cmis/milivin-od-orally-disintegrating-tablets
92890001,"Olanzapine Sandoz ODT","Olanzapine Sandoz ODT Orally disintegrating tablets",http://www.mydr.com.au/medicines/cmis/olanzapine-sandoz-odt-orally-disintegrating-tablets
92900001,Olanzapine-Synthon,"Olanzapine-Synthon Tablets",http://www.mydr.com.au/medicines/cmis/olanzapine-synthon-tablets
92910001,Zilfojim,"Zilfojim Tablets",http://www.mydr.com.au/medicines/cmis/zilfojim-tablets
92950001,Syquet,"Syquet Tablets",http://www.mydr.com.au/medicines/cmis/syquet-tablets
92960001,"Ramipril Tabs Pfizer","Ramipril Tabs Pfizer Tablets",http://www.mydr.com.au/medicines/cmis/ramipril-tabs-pfizer-tablets
92970001,Vascalace,"Vascalace Tablets",http://www.mydr.com.au/medicines/cmis/vascalace-tablets
92990001,"Synthon Simvastatin","Synthon Simvastatin Tablets",http://www.mydr.com.au/medicines/cmis/synthon-simvastatin-tablets
93010001,Altven,"Altven Modified release capsules",http://www.mydr.com.au/medicines/cmis/altven-modified-release-capsules
93030001,Allerdyne,"Allerdyne Tablets",http://www.mydr.com.au/medicines/cmis/allerdyne-tablets
93080001,"DBL Azithromycin for Injection","DBL Azithromycin for Injection",http://www.mydr.com.au/medicines/cmis/dbl-azithromycin-for-injection
93100001,"DBL Meropenem for Injection","DBL Meropenem for Injection",http://www.mydr.com.au/medicines/cmis/dbl-meropenem-for-injection
93160001,"Meropenem Sandoz","Meropenem Sandoz Powder for injection",http://www.mydr.com.au/medicines/cmis/meropenem-sandoz-powder-for-injection
93170001,"Vagiclear Duo","Vagiclear Duo Combination pack",http://www.mydr.com.au/medicines/cmis/vagiclear-duo-combination-pack
93190001,Volulyte,"Volulyte Solution for infusion",http://www.mydr.com.au/medicines/cmis/volulyte-solution-for-infusion
93360001,Gemaccord,"Gemaccord Powder for infusion",http://www.mydr.com.au/medicines/cmis/gemaccord-powder-for-infusion
93370001,Irinoccord,"Irinoccord Concentrate for infusion",http://www.mydr.com.au/medicines/cmis/irinoccord-concentrate-for-infusion
93390001,Cadatin,"Cadatin 5/10 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-5-10-tablets
93390002,Cadatin,"Cadatin 5/20 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-5-20-tablets
93390003,Cadatin,"Cadatin 5/40 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-5-40-tablets
93390004,Cadatin,"Cadatin 5/80 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-5-80-tablets
93390005,Cadatin,"Cadatin 10/10 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-10-10-tablets
93390006,Cadatin,"Cadatin 10/20 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-10-20-tablets
93390007,Cadatin,"Cadatin 10/40 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-10-40-tablets
93390008,Cadatin,"Cadatin 10/80 Tablets",http://www.mydr.com.au/medicines/cmis/cadatin-10-80-tablets
93400001,APO-Atorvastatin,"APO-Atorvastatin Tablets",http://www.mydr.com.au/medicines/cmis/apo-atorvastatin-tablets
93410001,Atorvachol,"Atorvachol Tablets",http://www.mydr.com.au/medicines/cmis/atorvachol-tablets
93420001,"Atorvastatin GH","Atorvastatin GH Tablets",http://www.mydr.com.au/medicines/cmis/atorvastatin-gh-tablets
93430001,"Atorvastatin Sandoz","Atorvastatin Sandoz Tablets",http://www.mydr.com.au/medicines/cmis/atorvastatin-sandoz-tablets
93440001,"Chemmart Atorvastatin","Chemmart Atorvastatin Tablets",http://www.mydr.com.au/medicines/cmis/chemmart-atorvastatin-tablets
93450001,"Terry White Chemists Atorvastatin","Terry White Chemists Atorvastatin Tablets",http://www.mydr.com.au/medicines/cmis/terry-white-chemists-atorvastatin-tablets
93460001,Lorstat,"Lorstat Tablets",http://www.mydr.com.au/medicines/cmis/lorstat-tablets
93490001,Biso,"Biso Tablets",http://www.mydr.com.au/medicines/cmis/biso-tablets
93500001,Volirop,"Volirop Tablets",http://www.mydr.com.au/medicines/cmis/volirop-tablets
93510001,Cefazolin-AFT,"Cefazolin-AFT Powder for injection",http://www.mydr.com.au/medicines/cmis/cefazolin-aft-powder-for-injection
93520001,"Diltiazem Sandoz CD","Diltiazem Sandoz CD Extended release capsules",http://www.mydr.com.au/medicines/cmis/diltiazem-sandoz-cd-extended-release-capsules
93540001,"Paroxetine Synthon","Paroxetine Synthon Tablets",http://www.mydr.com.au/medicines/cmis/paroxetine-synthon-tablets
93550001,Roxet,"Roxet Tablets",http://www.mydr.com.au/medicines/cmis/roxet-tablets
93560001,"Valaciclovir Pfizer","Valaciclovir Pfizer Tablets",http://www.mydr.com.au/medicines/cmis/valaciclovir-pfizer-tablets
93580001,Azilect,"Azilect Tablets",http://www.mydr.com.au/medicines/cmis/azilect-tablets
93600001,Menopur,"Menopur Powder for injection",http://www.mydr.com.au/medicines/cmis/menopur-powder-for-injection
93610001,"APO-Finasteride 5","APO-Finasteride 5 Tablets",http://www.mydr.com.au/medicines/cmis/apo-finasteride-5-tablets
93630001,"Granisetron Sandoz","Granisetron Sandoz Concentrate for injection",http://www.mydr.com.au/medicines/cmis/granisetron-sandoz-concentrate-for-injection
93640001,"Midazolam Alphapharm","Midazolam Alphapharm Solution for injection",http://www.mydr.com.au/medicines/cmis/midazolam-alphapharm-solution-for-injection
93650001,"Oxytocin Sandoz","Oxytocin Sandoz Solution for injection",http://www.mydr.com.au/medicines/cmis/oxytocin-sandoz-solution-for-injection
93730001,"Zinc Drops","Zinc Drops",http://www.mydr.com.au/medicines/cmis/zinc-drops
93740001,Vecure,"Vecure Powder for injection",http://www.mydr.com.au/medicines/cmis/vecure-powder-for-injection
93750001,"Finasteride RBX 5","Finasteride RBX 5 Tablets",http://www.mydr.com.au/medicines/cmis/finasteride-rbx-5-tablets
93810001,"Paracetamol Actavis","Paracetamol Actavis Solution for infusion",http://www.mydr.com.au/medicines/cmis/paracetamol-actavis-solution-for-infusion
93840001,"Carolyn-35 ED","Carolyn-35 ED Tablets",http://www.mydr.com.au/medicines/cmis/carolyn-35-ed-tablets
93850001,"Cefepime Sandoz","Cefepime Sandoz Powder for injection",http://www.mydr.com.au/medicines/cmis/cefepime-sandoz-powder-for-injection
93880001,"FLO Kids Saline +","FLO Kids Saline + Nasal spray",http://www.mydr.com.au/medicines/cmis/flo-kids-saline-nasal-spray
93950001,"Meropenem Ranbaxy","Meropenem Ranbaxy Powder for injection",http://www.mydr.com.au/medicines/cmis/meropenem-ranbaxy-powder-for-injection
93960001,Ropaccord,"Ropaccord Tablets",http://www.mydr.com.au/medicines/cmis/ropaccord-tablets
93970001,"Ropivacaine Sandoz","Ropivacaine Sandoz Solution for injection",http://www.mydr.com.au/medicines/cmis/ropivacaine-sandoz-solution-for-injection
93980001,"Sumatriptan RBX","Sumatriptan RBX Tablets",http://www.mydr.com.au/medicines/cmis/sumatriptan-rbx-tablets
93990001,"APO-Pantoprazole Heartburn Relief","APO-Pantoprazole Heartburn Relief Tablets",http://www.mydr.com.au/medicines/cmis/apo-pantoprazole-heartburn-relief-tablets
94010001,Quetiapine-Synthon,"Quetiapine-Synthon Tablets",http://www.mydr.com.au/medicines/cmis/quetiapine-synthon-tablets
94020001,"Stada Atorvastatin","Stada Atorvastatin Tablets",http://www.mydr.com.au/medicines/cmis/stada-atorvastatin-tablets
94040001,"Stada Olanzapine ODT","Stada Olanzapine ODT Orally disintegrating tablets",http://www.mydr.com.au/medicines/cmis/stada-olanzapine-odt-orally-disintegrating-tablets
94050001,"Stada Pantoprazole","Stada Pantoprazole Tablets",http://www.mydr.com.au/medicines/cmis/stada-pantoprazole-tablets
94110001,Ceftriaxone-AFT,"Ceftriaxone-AFT Powder for injection",http://www.mydr.com.au/medicines/cmis/ceftriaxone-aft-powder-for-injection
94120001,Loxip,"Loxip Tablets",http://www.mydr.com.au/medicines/cmis/loxip-tablets
94150001,Kerron,"Kerron Tablets",http://www.mydr.com.au/medicines/cmis/kerron-tablets
94170001,"Mirtazapine GH","Mirtazapine GH Tablets",http://www.mydr.com.au/medicines/cmis/mirtazapine-gh-tablets
94200001,"Omeprazole Sandoz Tablets","Omeprazole Sandoz Tablets",http://www.mydr.com.au/medicines/cmis/omeprazole-sandoz-tablets
94230001,"Terbinafine Sandoz","Terbinafine Sandoz Tablets",http://www.mydr.com.au/medicines/cmis/terbinafine-sandoz-tablets
94250001,"Rocuronium Sandoz","Rocuronium Sandoz Solution for injection",http://www.mydr.com.au/medicines/cmis/rocuronium-sandoz-solution-for-injection
94260001,"DBL Gemcitabine Solution for Injection","DBL Gemcitabine Solution for Injection",http://www.mydr.com.au/medicines/cmis/dbl-gemcitabine-solution-for-injection
94500001,Victoza,"Victoza Solution for injection",http://www.mydr.com.au/medicines/cmis/victoza-solution-for-injection
16990001,Benzac,"Benzac AC Gel",http://www.mydr.com.au/medicines/cmis/benzac-ac-gel
17370001,"PanOxyl Preparations","PanOxyl Acne Gel",http://www.mydr.com.au/medicines/cmis/panoxyl-acne-gel
17540002,Retin-A,"Retin-A Gel",http://www.mydr.com.au/medicines/cmis/retin-a-gel
17540003,Retin-A,"Retin-A Cream",http://www.mydr.com.au/medicines/cmis/retin-a-cream
17630001,Ascabiol,"Ascabiol Lotion",http://www.mydr.com.au/medicines/cmis/ascabiol-lotion
17670001,Daktarin,"Daktarin Cream",http://www.mydr.com.au/medicines/cmis/daktarin-cream
17670003,Daktarin,"Daktarin Tincture",http://www.mydr.com.au/medicines/cmis/daktarin-tincture
17750001,"Hydrozole Cream","Hydrozole Cream",http://www.mydr.com.au/medicines/cmis/hydrozole-cream
18040001,Bactroban,"Bactroban Ointment",http://www.mydr.com.au/medicines/cmis/bactroban-ointment
18040002,Bactroban,"Bactroban Cream",http://www.mydr.com.au/medicines/cmis/bactroban-cream
18240001,"Rozex Gel","Rozex Gel",http://www.mydr.com.au/medicines/cmis/rozex-gel
18440001,Aristocort,"Aristocort Cream",http://www.mydr.com.au/medicines/cmis/aristocort-cream
18440002,Aristocort,"Aristocort Ointment",http://www.mydr.com.au/medicines/cmis/aristocort-ointment
