id,title,format_type,medical_type,author_id,author,source_id,source,note,reviewed,status,licensable,page_image,section_url,url,word_count
4326,"Depression: Q and A",standard_article,all_about_your_condition,2,myDr,,,,"2012-08-15 00:00:00",1,1,,mental-health,http://www.mydr.com.au/mental-health/depression-q-and-a,1962
4322,"Childhood obesity",standard_article,all_about_your_condition,2,myDr,,,,"2012-04-18 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/childhood-obesity,1091
4321,"Glycaemic index",standard_article,all_about_your_condition,2,myDr,,,,"2015-05-01 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/glycaemic-index,1850
4320,"Newborn screening tests",standard_article,medical_tests,2,myDr,,,,"2011-08-12 00:00:00",1,1,,tests-investigations,http://www.mydr.com.au/tests-investigations/newborn-screening-tests,900
4316,"Antioxidants: their role in health",standard_article,nutrition,2,myDr,,,,"2012-08-16 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/antioxidants-their-role-in-health,1715
4315,"Exercise stress testing",standard_article,medical_tests,2,myDr,,,,"2011-04-20 00:00:00",1,1,,tests-investigations,http://www.mydr.com.au/tests-investigations/exercise-stress-testing,1328
4309,"Healthy ageing in your fifties",standard_article,all_about_your_condition,2,myDr,,,"Haven't finished referencing. Title change","2010-03-21 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/healthy-ageing-in-your-fifties,1832
4308,"Animation: osteoporosis and hip fracture",animation,anatomy,2,myDr,,,,"2010-06-09 00:00:00",1,1,,seniors-health,http://www.mydr.com.au/seniors-health/animation-osteoporosis-and-hip-fracture,530
4305,"Posterior tibial tendon injury",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-10-19 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/posterior-tibial-tendon-injury,619
4304,"Calf strain or tear",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-09-25 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/calf-strain-or-tear,304
4303,"Hamstring strain or tear",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-10-07 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/hamstring-strain-or-tear,417
4302,"Piriformis syndrome",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-10-19 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/piriformis-syndrome,295
4301,"Ankle sprain",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-09-25 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/ankle-sprain,325
4300,"Shin pain (shin splints)",illustrated_article,symptoms,2,myDr,,,,"2015-11-07 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/shin-pain-shin-splints,904
4299,"ITB syndrome",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-10-07 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/itb-syndrome,344
4297,"Corked thigh",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-09-28 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/corked-thigh,299
4296,"Groin strain",illustrated_article,all_about_your_condition,2,myDr,,,,"2015-09-28 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/groin-strain,351
4295,"Golfer's elbow",illustrated_article,all_about_your_condition,2,myDr,,,,"2014-05-18 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/golfer-s-elbow,234
4294,"Shoulder impingement syndrome",illustrated_article,all_about_your_condition,2,myDr,,,"MOW did one for myDr also - see 4292","2015-11-07 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/shoulder-impingement-syndrome,359
4293,Concussion,illustrated_article,all_about_your_condition,2,myDr,,,,"2015-09-27 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/concussion,767
4287,"Meningococcal disease",standard_article,all_about_your_condition,2,myDr,,,,"2014-08-07 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/meningococcal-disease,984
4285,"Allergy-proof your home",illustrated_article,treatments,2,myDr,,,,"2012-10-03 00:00:00",1,1,,allergy,http://www.mydr.com.au/allergy/allergy-proof-your-home,2186
4284,"Animation: allergic reaction",animation,anatomy,2,myDr,,,,"2010-06-04 00:00:00",1,1,,allergy,http://www.mydr.com.au/allergy/animation-allergic-reaction,551
4283,"Retinal detachment",standard_article,all_about_your_condition,2,myDr,,,,"2011-07-08 00:00:00",1,1,,eye-health,http://www.mydr.com.au/eye-health/retinal-detachment,495
4282,"Childhood infections: minimising the spread",standard_article,treatments,2,myDr,,,"linked to infectiousdiseases.asp tool. Title changed","2011-04-20 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/childhood-infections-minimising-the-spread,402
4281,Fibroids,standard_article,all_about_your_condition,2,myDr,,,"5/1/12: Combined with article 2953 ""Fibroids: fast facts"".","2011-03-16 00:00:00",1,1,,womens-health,http://www.mydr.com.au/womens-health/fibroids,610
4280,"Glaucoma: acute glaucoma",standard_article,all_about_your_condition,2,myDr,,,,"2011-02-23 00:00:00",1,1,,eye-health,http://www.mydr.com.au/eye-health/glaucoma-acute-glaucoma,605
4279,"Animation: gastro-oesophageal reflux",animation,anatomy,2,myDr,,,,"2010-06-04 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/animation-gastro-oesophageal-reflux,290
4278,"Animation: phagocytosis",animation,anatomy,2,myDr,,,,"2010-06-04 00:00:00",1,1,,health-images,http://www.mydr.com.au/health-images/animation-phagocytosis,365
4277,"Hyperhidrosis (excessive sweating) ",standard_article,all_about_your_condition,2,myDr,,,,"2014-02-28 00:00:00",1,1,,skin-hair,http://www.mydr.com.au/skin-hair/hyperhidrosis-excessive-sweating,1009
4276,"Iron deficiency anaemia in children",standard_article,all_about_your_condition,2,myDr,,,,"2011-01-12 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/iron-deficiency-anaemia-in-children,423
4275,"Gastro-oesophageal reflux disease",standard_article,all_about_your_condition,2,myDr,,,,"2011-03-16 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/gastro-oesophageal-reflux-disease,412
4270,"Health checks women should have",standard_article,medical_tests,2,myDr,,,"Cut down from Article 4223","2009-11-18 00:00:00",1,1,,womens-health,http://www.mydr.com.au/womens-health/health-checks-women-should-have,1591
4269,"Post-nasal drip",standard_article,all_about_your_condition,2,myDr,,,,"2010-12-01 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/post-nasal-drip,476
4267,"Cannabis use",fast_facts,all_about_your_condition,2,myDr,,,,"2010-11-24 00:00:00",1,1,,addictions,http://www.mydr.com.au/addictions/cannabis-use,427
4266,"Gilbert syndrome",standard_article,all_about_your_condition,2,myDr,,,,"2011-12-07 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/gilbert-syndrome,495
4263,"Metabolic syndrome",standard_article,all_about_your_condition,2,myDr,,,,"2010-02-05 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/metabolic-syndrome,1126
4262,"Physical activity in children and teenagers",standard_article,exercise_fitness,2,myDr,,,,"2010-03-21 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/physical-activity-in-children-and-teenagers,398
4261,"Pulmonary hypertension",standard_article,all_about_your_condition,2,myDr,,,,"2011-10-12 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/pulmonary-hypertension,507
4260,"Health checks men should have",standard_article,medical_tests,2,myDr,,,"part of Article 4223","2009-11-18 00:00:00",1,1,,tests-investigations,http://www.mydr.com.au/tests-investigations/health-checks-men-should-have,1396
4259,"Male infertility",standard_article,all_about_your_condition,2,myDr,,,,"2010-11-05 00:00:00",1,1,,mens-health,http://www.mydr.com.au/mens-health/male-infertility,466
4258,"Female infertility",standard_article,all_about_your_condition,2,myDr,,,,"2010-11-03 00:00:00",1,1,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/female-infertility,517
4254,"Bluebottle stings",standard_article,all_about_your_condition,2,myDr,,,"2014 Aug 07 image added.","2015-10-05 00:00:00",1,1,,allergy,http://www.mydr.com.au/allergy/bluebottle-stings,603
4253,"Epilepsy: partial seizures",illustrated_article,all_about_your_condition,2,myDr,,,"Seizurefocus.gif appvd 07/05/06","2009-09-11 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/epilepsy-partial-seizures,270
4252,"Asthma and your airways",illustrated_article,anatomy,2,myDr,,,,"2009-09-02 00:00:00",1,1,,asthma,http://www.mydr.com.au/asthma/asthma-and-your-airways,342
4250,"Animation: diabetes and your body",animation,anatomy,2,myDr,,,,"2015-06-24 00:00:00",1,1,,diabetes,http://www.mydr.com.au/diabetes/animation-diabetes-and-your-body,3931
4249,Bronchiolitis,standard_article,all_about_your_condition,2,myDr,,,,"2011-10-26 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/bronchiolitis,669
4248,"Menopause: frequently asked questions",standard_article,all_about_your_condition,2,myDr,,,,"2010-11-17 00:00:00",1,1,,womens-health,http://www.mydr.com.au/womens-health/menopause-frequently-asked-questions,2323
4247,Brain,illustrated_article,anatomy,2,myDr,,,,"2015-08-03 00:00:00",1,1,,health-images,http://www.mydr.com.au/health-images/brain,735
4232,"Home oxygen precautions ",standard_article,treatments,2,myDr,,,"Title changed","2010-11-05 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/home-oxygen-precautions,542
4231,"Food labels: a guide to reading nutrition labels",standard_article,nutrition,2,myDr,,,,"2015-05-01 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/food-labels-a-guide-to-reading-nutrition-labels,2239
4225,"Head and neck sports injuries: on-field management",standard_article,treatments,2,myDr,,,,"2012-07-25 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/head-and-neck-sports-injuries-on-field-management,570
4224,"Low-birth-weight babies",standard_article,all_about_your_condition,2,myDr,,,,"2010-11-24 00:00:00",1,1,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/low-birth-weight-babies,465
4223,"Health checks you should have: a checklist",standard_article,medical_tests,2,myDr,,,"Also update men's health checks #4260 and women's health checks #4270","2009-11-18 00:00:00",1,1,,tests-investigations,http://www.mydr.com.au/tests-investigations/health-checks-you-should-have-a-checklist,2850
4222,"Rotator cuff",illustrated_article,anatomy,2,myDr,,,,"2010-10-29 00:00:00",1,1,,health-images,http://www.mydr.com.au/health-images/rotator-cuff,185
4221,"Thyroid gland and thyroid hormones",illustrated_article,anatomy,2,myDr,,,"pic was produced first","2016-02-18 00:00:00",1,1,,health-images,http://www.mydr.com.au/health-images/thyroid-gland-and-thyroid-hormones,700
4220,"Hip and thigh",illustrated_article,anatomy,2,myDr,,,,"2013-04-21 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/hip-and-thigh,459
4219,"Rotator cuff injury",illustrated_article,anatomy,2,myDr,,,,"2015-11-07 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/rotator-cuff-injury,684
4218,"Shoulder pain",illustrated_article,symptoms,2,myDr,,,,"2013-04-10 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/shoulder-pain,1611
4217,"Psoriasis: what you need to know",standard_article,all_about_your_condition,2,myDr,,,"Linda Calabresi/Wendy Morgan original article for MO/myDr","2011-03-09 00:00:00",1,1,,skin-hair,http://www.mydr.com.au/skin-hair/psoriasis-what-you-need-to-know,733
4216,"Feldenkrais method",standard_article,treatments,2,myDr,,,,"2010-10-29 00:00:00",1,1,,complementary-medicine,http://www.mydr.com.au/complementary-medicine/feldenkrais-method,462
4215,"Animation: effects of smoking",animation,anatomy,2,myDr,,,,"2010-05-21 00:00:00",1,1,,addictions,http://www.mydr.com.au/addictions/animation-effects-of-smoking,4498
4214,"New Year's resolutions: making them work",standard_article,all_about_your_condition,2,myDr,,,"Title change","2010-10-13 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/new-year-s-resolutions-making-them-work,1051
4213,"Hangovers: how your body is affected",illustrated_article,all_about_your_condition,2,myDr,,,,"2009-09-02 00:00:00",1,1,,addictions,http://www.mydr.com.au/addictions/hangovers-how-your-body-is-affected,785
4212,"Congenital diaphragmatic hernia",standard_article,all_about_your_condition,2,myDr,,,"Linda Calabresi/Wendy Morgan original article for MO/myDr","2010-10-29 00:00:00",1,1,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/congenital-diaphragmatic-hernia,462
4204,"Temporomandibular joint disorders",standard_article,all_about_your_condition,2,myDr,,,,"2011-02-23 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/temporomandibular-joint-disorders,1099
4203,"Corticosteroid injections",standard_article,treatments,2,myDr,,,,"2012-12-20 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/corticosteroid-injections,967
4202,"Cancer pain",standard_article,all_about_your_condition,2,myDr,,,,"2009-11-02 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/cancer-pain,1435
4201,"Neuropathic pain",standard_article,all_about_your_condition,2,myDr,,,,"2010-05-26 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/neuropathic-pain,1245
4200,"Neck pain: treatment",standard_article,treatments,2,myDr,3,myDr,,"2016-07-08 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/neck-pain-treatment,1953
4199,"Neck pain: symptoms and causes",standard_article,symptoms,2,myDr,,,,"2012-12-18 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/neck-pain-symptoms-and-causes,1423
4198,"TENS - transcutaneous electrical nerve stimulation",standard_article,treatments,2,myDr,,,,"2010-10-13 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/tens-transcutaneous-electrical-nerve-stimulation,1365
4197,"Sciatica: treatment",standard_article,treatments,2,myDr,,,,"2012-12-20 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/sciatica-treatment,1014
4196,"Sciatica: symptoms, causes and diagnosis",illustrated_article,symptoms,2,myDr,,,,"2012-12-18 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/sciatica-symptoms-causes-and-diagnosis,1025
4195,"Bites and stings - first aid",animation,anatomy,2,myDr,,,"Also is in Image Centre. Updated re new recommdtn re bluebottle sting and hot water immersion.","2010-06-02 00:00:00",1,1,,allergy,http://www.mydr.com.au/allergy/bites-and-stings-first-aid,1495
4194,"Trigeminal neuralgia",standard_article,all_about_your_condition,2,myDr,,,,"2013-04-10 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/trigeminal-neuralgia,685
4193,Pancreatitis,standard_article,all_about_your_condition,2,myDr,,,"2013: Title change","2016-03-21 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/pancreatitis,1744
4192,"Animation: newborn baby's senses",animation,anatomy,2,myDr,,,,"2010-05-21 00:00:00",1,1,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/animation-newborn-baby-s-senses,1647
4191,"Saturated fat",standard_article,nutrition,2,myDr,,,,"2015-05-28 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/saturated-fat,1125
4190,"Pain relief ladder for cancer pain",illustrated_article,treatments,2,myDr,,,,"2015-10-14 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/pain-relief-ladder-for-cancer-pain,164
4189,"Vulval problems",standard_article,all_about_your_condition,2,myDr,,,,"2010-10-06 00:00:00",1,1,,womens-health,http://www.mydr.com.au/womens-health/vulval-problems,910
4188,"Ovarian cancer: what you need to know",standard_article,all_about_your_condition,2,myDr,,,,"2010-10-06 00:00:00",1,1,,womens-health,http://www.mydr.com.au/womens-health/ovarian-cancer-what-you-need-to-know,791
4187,"Kidney stones",standard_article,all_about_your_condition,2,myDr,,,,"2013-04-08 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/kidney-stones,933
4186,"Leg (knee to ankle) - superficial posterior view",illustrated_article,anatomy,2,myDr,,,,"2013-04-03 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/leg-knee-to-ankle-superficial-posterior-view,554
4185,Vertigo,standard_article,symptoms,2,myDr,,,,"2016-04-29 00:00:00",1,1,,hearing-health,http://www.mydr.com.au/hearing-health/vertigo,1346
4184,"Bowel cancer prevention",standard_article,all_about_your_condition,2,myDr,,,"Title change. 2013: Title changed from 'Colon cancer prevention' to 'Bowel cancer prevention'","2013-05-14 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/bowel-cancer-prevention,1036
4183,"Hereditary haemorrhagic telangiectasia",standard_article,all_about_your_condition,2,myDr,,,,"2013-02-28 00:00:00",1,1,,heart-stroke,http://www.mydr.com.au/heart-stroke/hereditary-haemorrhagic-telangiectasia,531
4182,"Nutrition and hydration for exercise",standard_article,exercise_fitness,2,myDr,,,,"2010-01-31 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/nutrition-and-hydration-for-exercise,988
4181,Iodine,standard_article,all_about_your_condition,2,myDr,,,"2015: Title change from 'Iodine and your thyroid gland' to 'Iodine'","2015-02-08 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/iodine,713
4180,"Kidneys and how they work",illustrated_article,all_about_your_condition,2,myDr,,,"Linda Calabresi original article for MO/myDr","2012-12-05 00:00:00",1,1,,health-images,http://www.mydr.com.au/health-images/kidneys-and-how-they-work,506
4179,"Multiple myeloma",standard_article,all_about_your_condition,2,myDr,,,,"2014-06-24 00:00:00",1,1,,cancer-care,http://www.mydr.com.au/cancer-care/multiple-myeloma,892
4178,Lymphoma,standard_article,all_about_your_condition,2,myDr,,,,"2013-04-03 00:00:00",1,1,,cancer-care,http://www.mydr.com.au/cancer-care/lymphoma,714
4177,"Chronic hepatitis B infection",standard_article,all_about_your_condition,2,myDr,,,"2013: Title change from Chronic hepatitis B infection - reduce your viral load","2013-06-29 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/chronic-hepatitis-b-infection,532
4176,"Dental conditions during pregnancy",standard_article,all_about_your_condition,2,myDr,,,,"2012-11-13 00:00:00",1,1,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/dental-conditions-during-pregnancy,594
4175,"Peanut allergy in children",standard_article,all_about_your_condition,2,myDr,,,,"2016-04-08 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/peanut-allergy-in-children,1404
4174,"von Willebrand disease",standard_article,all_about_your_condition,2,myDr,,,,"2013-02-28 00:00:00",1,1,,heart-stroke,http://www.mydr.com.au/heart-stroke/von-willebrand-disease,593
4173,"Prolapsed uterus",standard_article,all_about_your_condition,2,myDr,,,,"2010-06-18 00:00:00",1,1,,womens-health,http://www.mydr.com.au/womens-health/prolapsed-uterus,737
4171,"Animation: menopause symptoms",animation,anatomy,2,myDr,,,,"2010-05-21 00:00:00",1,1,,womens-health,http://www.mydr.com.au/womens-health/animation-menopause-symptoms,4043
4170,"Mental illness: available treatments",standard_article,treatments,2,myDr,,,,"2012-10-20 00:00:00",1,1,,mental-health,http://www.mydr.com.au/mental-health/mental-illness-available-treatments,1500
4169,"Hand, foot and mouth disease",standard_article,all_about_your_condition,2,myDr,,,,"2012-12-21 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/hand-foot-and-mouth-disease,592
4168,"Animation: prostate enlargement",animation,anatomy,2,myDr,,,"not referenced yet","2010-05-21 00:00:00",1,1,,mens-health,http://www.mydr.com.au/mens-health/animation-prostate-enlargement,317
4167,"Habit cough in children",standard_article,all_about_your_condition,2,myDr,,,,"2012-12-05 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/habit-cough-in-children,409
4166,"Animation: heart attack",animation,anatomy,2,myDr,,,,"2010-05-07 00:00:00",1,1,,heart-stroke,http://www.mydr.com.au/heart-stroke/animation-heart-attack,480
4165,"Patellofemoral pain syndrome (kneecap pain)",standard_article,all_about_your_condition,2,myDr,,,"2015: knee pain (4298) consolidated into here.","2015-10-19 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/patellofemoral-pain-syndrome-kneecap-pain,645
4164,"Dengue fever",standard_article,all_about_your_condition,2,myDr,,,,"2010-12-07 00:00:00",1,1,,travel-health,http://www.mydr.com.au/travel-health/dengue-fever,605
4163,"Bird flu (avian influenza)",standard_article,all_about_your_condition,2,myDr,,,,"2013-07-10 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/bird-flu-avian-influenza,1502
4162,"Legionnaires' disease",standard_article,all_about_your_condition,2,myDr,,,,"2013-01-16 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/legionnaires-disease,671
4161,"Pneumonia in children",standard_article,all_about_your_condition,2,myDr,,,,"2013-06-30 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/pneumonia-in-children,638
4160,"Depression in older people",standard_article,all_about_your_condition,2,myDr,,,,"2012-10-20 00:00:00",1,1,,seniors-health,http://www.mydr.com.au/seniors-health/depression-in-older-people,637
4159,"Hepatitis C infection",standard_article,all_about_your_condition,2,myDr,,,,"2016-01-21 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/hepatitis-c-infection,1228
4158,Paronychia,standard_article,all_about_your_condition,2,myDr,,,,"2012-12-12 00:00:00",1,1,,skin-hair,http://www.mydr.com.au/skin-hair/paronychia,542
4157,"Animation: effects of ageing",animation,anatomy,2,myDr,,,,"2010-05-07 00:00:00",1,1,,seniors-health,http://www.mydr.com.au/seniors-health/animation-effects-of-ageing,5705
4150,"Iron intake for vegetarians",standard_article,all_about_your_condition,2,myDr,,,,"2013-07-31 00:00:00",1,1,https://s3-ap-southeast-2.amazonaws.com/mydr2016/site_content/files/family_water_safety_large.jpg,nutrition-weight,http://www.mydr.com.au/nutrition-weight/iron-intake-for-vegetarians,669
4149,"Vaccination and antibodies",illustrated_article,anatomy,2,myDr,,,"Title change. Previously Vaccination and how your body makes antibodies","2013-06-30 00:00:00",1,1,,travel-health,http://www.mydr.com.au/travel-health/vaccination-and-antibodies,957
4148,"Suicide: what are the warning signs?",standard_article,all_about_your_condition,2,myDr,,,,"2012-12-07 00:00:00",1,1,,mental-health,http://www.mydr.com.au/mental-health/suicide-what-are-the-warning-signs,643
4147,Stress,standard_article,all_about_your_condition,2,myDr,,,,"2015-05-13 00:00:00",1,1,,mental-health,http://www.mydr.com.au/mental-health/stress,1000
4146,"Neurofibromatosis type 1",standard_article,all_about_your_condition,2,myDr,,,,"2012-12-19 00:00:00",1,1,,skin-hair,http://www.mydr.com.au/skin-hair/neurofibromatosis-type-1,536
4145,"Port wine stains",standard_article,all_about_your_condition,2,myDr,,,,"2012-12-12 00:00:00",1,1,,skin-hair,http://www.mydr.com.au/skin-hair/port-wine-stains,347
4144,"Parkinson's disease: Q and A",illustrated_article,all_about_your_condition,2,myDr,3,myDr,,"2016-07-05 00:00:00",1,1,,seniors-health,http://www.mydr.com.au/seniors-health/parkinsons-disease-q-a,4010
4143,"Animation: fertilisation of egg by sperm",animation,anatomy,2,myDr,,,,"2010-04-30 00:00:00",1,1,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/animation-fertilisation-of-egg-by-sperm,526
4142,"Vaccinations for older people",standard_article,treatments,2,myDr,,,,"2010-02-03 00:00:00",1,1,,seniors-health,http://www.mydr.com.au/seniors-health/vaccinations-for-older-people,1234
4141,"Sjogren's syndrome",standard_article,all_about_your_condition,2,myDr,,,,"2012-11-18 00:00:00",1,1,,eye-health,http://www.mydr.com.au/eye-health/sjogrens-syndrome,757
4140,"Pelvic floor muscle exercises for men",illustrated_article,treatments,2,myDr,,,,"2013-02-28 00:00:00",1,1,,cancer-care,http://www.mydr.com.au/cancer-care/pelvic-floor-muscle-exercises-for-men,504
4139,"Animation: UV radiation damages your skin",animation,anatomy,2,myDr,,,,"2010-04-30 00:00:00",1,1,,skin-hair,http://www.mydr.com.au/skin-hair/animation-uv-radiation-damages-your-skin,487
4138,"Febrile fits",standard_article,all_about_your_condition,2,myDr,,,,"2013-02-13 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/febrile-fits,588
4137,"Multiple sclerosis (MS)",standard_article,all_about_your_condition,2,myDr,,,,"2016-06-21 00:00:00",1,1,,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/multiple-sclerosis,1847
4136,Liver,illustrated_article,anatomy,2,myDr,,,,"2015-08-03 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/liver,579
4135,"Laser therapy",standard_article,treatments,2,myDr,,,,"2013-02-20 00:00:00",1,1,,skin-hair,http://www.mydr.com.au/skin-hair/laser-therapy,745
4134,"Obstructive sleep apnoea",standard_article,all_about_your_condition,2,myDr,,,"Linda Calabresi original article for MO/myDr","2016-07-04 00:00:00",1,1,,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/obstructive-sleep-apnoea,1411
4133,"Sexual assault: health checks you should have",standard_article,all_about_your_condition,2,myDr,,,"Title change. Linda Calabresi original article for MO/myDr","2010-09-08 00:00:00",1,1,,sexual-health,http://www.mydr.com.au/sexual-health/sexual-assault-health-checks-you-should-have,785
4132,"Fatty liver",standard_article,all_about_your_condition,2,myDr,,,"Linda Calabresi original article for MO/myDr","2016-02-09 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/fatty-liver,1230
4131,"Eardrum perforation",standard_article,all_about_your_condition,2,myDr,,,,"2016-05-11 00:00:00",1,1,,hearing-health,http://www.mydr.com.au/hearing-health/eardrum-perforation,1480
4130,Glomerulonephritis,standard_article,all_about_your_condition,2,myDr,,,"Linda Calabresi original article for MO/myDr","2010-04-14 00:00:00",1,1,,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/glomerulonephritis,683
4129,"Gastric banding (lap band) surgery for weight loss",standard_article,treatments,2,myDr,,,"Linda Calabresi original article for MO/ myDr","2009-11-02 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/gastric-banding-lap-band-surgery-for-weight-loss,471
4128,"Urinary tract infections in children",standard_article,all_about_your_condition,2,myDr,,,"Linda Calabresi original article for MO/myDr","2010-02-12 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/urinary-tract-infections-in-children,638
4127,"Liver and alcohol breakdown",illustrated_article,nutrition,2,myDr,,,"Title changed from ""how your liver processes alcohol""","2015-12-09 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/liver-and-alcohol-breakdown,629
4126,"Erectile dysfunction and cycling",standard_article,all_about_your_condition,2,myDr,,,"part of article 2372. Harvard SHR: What to do about erectile dysfunction. ","2012-08-08 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/erectile-dysfunction-and-cycling,252
4125,"Physical activity benefits to your body",animation,anatomy,2,myDr,,,"Has multiple images","2015-06-15 00:00:00",1,1,,sports-fitness,http://www.mydr.com.au/sports-fitness/physical-activity-benefits-to-your-body,5856
4123,"Cerebral palsy Q and A",standard_article,all_about_your_condition,2,myDr,,,,"2010-01-26 00:00:00",1,1,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/cerebral-palsy-q-and-a,1158
4122,Tuberculosis,standard_article,all_about_your_condition,2,myDr,,,"2015: Title change from 'Tuberculosis Q and A' to 'Tuberculosis'","2015-01-28 00:00:00",1,1,,respiratory-health,http://www.mydr.com.au/respiratory-health/tuberculosis,1315
