ProductID,Name,URL,cmi_code,GenericIngredient,IndicationAction
31200001,Anselol,http://www.mydr.com.au/medicines/cmis/anselol-tablets,05408,"Clotrimazole,Atenolol,Perindopril erbumine,Diltiazem hydrochloride,Guaifenesin,Captopril,Triprolidine hydrochloride,Sodium bicarbonate,Hepatitis A vaccine","Beta-adrenergic blocker, beta1-selective,Myocardial infarction,Cardiac arrhythmia, ventricular,Depression,Antihypertensive,Cardiac arrhythmia, supraventricular,Antibiotic, penicillin (penicillinase sensitive),Angina pectoris, unstable,Ventricular arrhythmia,Angina pectoris, stable,SVT (supraventricular tachycardia),Blood fluke,Hypertension,Beta-blocker, beta1-selective"
21740001,Antabuse,http://www.mydr.com.au/medicines/cmis/antabuse-effervescent-tablet,06661,Disulfiram,"Attention deficit hyperactivity disorder,Alcoholism,Antibiotic, penicillin (penicillinase sensitive)"
4510001,Antenex,http://www.mydr.com.au/medicines/cmis/antenex-tablets,05947,"Salbutamol,Papaverine hydrochloride,Diazepam,Nifedipine,Cinchocaine hydrochloride,Famotidine","Anxiolytic,Withdrawal, alcohol,DTs (delirium tremens),Anaesthetic, oropharyngeal,Delirium tremens,Antiarrhythmic, class IB,Muscle relaxant, skeletal,Sedative,Benzodiazepine,Anxiety state,Alcohol withdrawal,Skeletal muscle spasm,Allergic condition, ocular,Antibiotic, penicillin (penicillinase sensitive)"
52030001,Antroquoril,http://www.mydr.com.au/medicines/cmis/antroquoril,08676,"Folic acid,Betamethasone valerate,Hepatitis B vaccine,Oxazepam,Protease,Sodium lauryl sulfoacetate,Cholecalciferol","Pruritus,Atopic dermatitis,Cutaneous allergy,Psoriasis,Scalp seborrhoea,Bladder carcinoma,Dermatitis,Scratching,Anal pruritus,Allergic condition, cutaneous,Itching,Pruritus, anogenital,Dermatitis, seborrhoeic,Anogenital pruritus,Asthma, bronchial,Antibiotic, penicillin (penicillinase sensitive),Corticosteroid, cutaneous,Eczema,Steroid, cutaneous,Rash, allergic"
31290001,"Anzatax Injection Concentrate",http://www.mydr.com.au/medicines/cmis/anzatax-injection-concentrate,08159,"Paclitaxel,Amino acids,Sulfacetamide sodium,Clonazepam,Selegiline hydrochloride","Ovarian carcinoma,Antibiotic, penicillin (penicillinase sensitive),Cancer, breast,Cytomegalovirus retinitis,Mammary carcinoma,Ulcer, aphthous,Cancer,Cancer, lung,Breast carcinoma,Tumour,Antineoplastic,Carcinoma, breast,Cytotoxic,Cancer, ovarian,Carcinoma, ovarian,Neoplasm"
37130001,Anzemet,http://www.mydr.com.au/medicines/cmis/anzemet-tablets,07266,"Dolasetron mesylate,Lymphocyte immune globulin,Triglycerides, long chain,Benzyl benzoate,Pravastatin sodium,Nicotinic acid","Antiemetic, serotonin antagonist,Ulcer, mouth,Emesis,Antinauseant, serotonin antagonist,Vomiting,Diuretic, loop,Nausea,Antibiotic, penicillin (penicillinase sensitive)"
78100001,Apidra,http://www.mydr.com.au/medicines/cmis/apidra,08985,"Insulin, glulisine,Glulisine insulin,Pilocarpine hydrochloride,Pneumococcal vaccine","Diabetes mellitus,Antibiotic, penicillin (penicillinase sensitive),Insulin,Antidiabetic, insulin,BPH (benign prostatic hyperplasia),Diuretic, loop"
44180001,APO-Adefovir,http://www.mydr.com.au/medicines/cmis/apo-adefovir-tablets,11465,"Adefovir dipivoxil,Benzoyl peroxide,Dapsone","Infestation, helminth,Antiviral,Antibiotic, penicillin (penicillinase sensitive),Viral infection,Hepatitis, treatment"
79790001,APO-Alendronate,http://www.mydr.com.au/medicines/cmis/apo-alendronate-tablets,08429,"Alendronic acid,Gamma globulin (human)","Osteoporosis,Antibiotic, penicillin (penicillinase sensitive),CCF (congestive cardiac failure)"
30950001,APO-Allopurinol,http://www.mydr.com.au/medicines/cmis/apo-allopurinol-tablets,11317,"Nitrofurantoin,Allopurinol,Digoxin,Labetalol hydrochloride","Antibiotic, penicillin (penicillinase sensitive),Benzodiazepine antagonist,Pseudomembranous colitis, antibiotic associated,Xanthine oxidase inhibitor,Gout"
90980001,APO-Amisulpride,http://www.mydr.com.au/medicines/cmis/apo-amisulpride-tablets,10336,"Amisulpride,Phenoxymethylpenicillin benzathine,Quinine sulfate,Prednisolone hexanoate,Hydrocortisone","Antibiotic, penicillin (penicillinase sensitive),Antipsychotic, other,Hypothyroidism,Schizophrenia,Psychosis"
46230001,APO-Amitriptyline,http://www.mydr.com.au/medicines/cmis/apo-amitriptyline-tablets,11526,"Beclomethasone dipropionate,Theophylline,Amitriptyline hydrochloride,Triamterene,Dalteparin sodium,Atenolol,Budesonide,Propranolol hydrochloride,Ipratropium bromide","Affective disorder,Tricyclic antidepressant,Thyroid hormone,Fever,Antibiotic, penicillin (penicillinase sensitive),Enuresis,Incontinence,Depression,Bedwetting,Antidepressant, tricyclic,Mood disorder"
79850001,APO-Amlodipine,http://www.mydr.com.au/medicines/cmis/apo-amlodipine-tablets,08466,"Amlodipine,Amitriptyline hydrochloride,Captopril,Verapamil hydrochloride,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Fever,Angina pectoris, stable,Calcium antagonist,Vaginitis, infective,Hypertension,Antihypertensive"
35360001,APO-Amlodipine/Atorvastatin,http://www.mydr.com.au/medicines/cmis/apo-amlodipine-atorvastatin,11466,"Haloperidol,Amitriptyline hydrochloride,Metoprolol tartrate,Captopril,Verapamil hydrochloride,Atorvastatin,Sodium bicarbonate,Amlodipine","Antibiotic, quinolone,Hyperlipidaemia,Fever,Hypertriglyceridaemia,Hypercholesterolaemia,Antihypertensive,Angina pectoris, stable,Antibiotic, penicillin (penicillinase sensitive),Calcium antagonist,Hypertension"
47580001,"APO-Amoxycillin and Clavulanic Acid 125/31.25",http://www.mydr.com.au/medicines/cmis/apo-amoxycillin-and-clavulanic-acid-125-31-25-powder-for-oral-suspension,11443,"Clavulanic acid,Amoxycillin,Amoxicillin,Sodium hyaluronate,Prednisolone sodium phosphate,Charcoal, activated","AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (acid stable),Penicillin (penicillinase resistant),Antibiotic, penicillin (penicillinase resistant),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
44510001,"APO-Amoxycillin and Clavulanic Acid 400/57",http://www.mydr.com.au/medicines/cmis/apo-amoxycillin-and-clavulanic-acid-400-57-powder-for-oral-suspension,11444,"Clavulanic acid,Amoxycillin,Amoxicillin,Sodium hyaluronate,Prednisolone sodium phosphate,Charcoal, activated","AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (acid stable),Penicillin (penicillinase resistant),Antibiotic, penicillin (penicillinase resistant),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
83570001,"APO-Amoxycillin and Clavulanic Acid 500/125",http://www.mydr.com.au/medicines/cmis/apo-amoxycillin-and-clavulanic-acid-500-125-tablets,09735,"Clavulanic acid,Amoxycillin,Amoxicillin,Sodium hyaluronate,Prednisolone sodium phosphate,Charcoal, activated","AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (acid stable),Penicillin (penicillinase resistant),Antibiotic, penicillin (penicillinase resistant),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
98820001,"APO-Amoxycillin and Clavulanic Acid 875/125",http://www.mydr.com.au/medicines/cmis/apo-amoxycillin-and-clavulanic-acid-875-125-tablets,10756,"Clavulanic acid,Amoxycillin,Amoxicillin,Sodium hyaluronate,Prednisolone sodium phosphate,Charcoal, activated","AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (acid stable),Penicillin (penicillinase resistant),Antibiotic, penicillin (penicillinase resistant),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
81490001,"APO-Amoxycillin Capsules",http://www.mydr.com.au/medicines/cmis/apo-amoxycillin-capsules,09240,"Amoxycillin,Amoxicillin,Fluorescein sodium,Sodium hyaluronate,Felodipine,Charcoal, activated","Penicillin (broad spectrum),AIDS (acquired immune deficiency syndrome),Penicillin (acid stable),Bacterial infection, systemic,Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
15700001,"APO-Amoxycillin Powder for Suspension",http://www.mydr.com.au/medicines/cmis/apo-amoxycillin-powder-for-suspension,11095,"Amoxycillin,Amoxicillin,Fluorescein sodium,Sodium hyaluronate,Felodipine,Charcoal, activated","Penicillin (broad spectrum),AIDS (acquired immune deficiency syndrome),Penicillin (acid stable),Bacterial infection, systemic,Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
92310001,APO-Anastrozole,http://www.mydr.com.au/medicines/cmis/apo-anastrozole-tablets,10421,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
85870001,APO-Atenolol,http://www.mydr.com.au/medicines/cmis/apo-atenolol-tablets,09888,"Clotrimazole,Atenolol,Perindopril erbumine,Diltiazem hydrochloride,Guaifenesin,Captopril,Triprolidine hydrochloride,Sodium bicarbonate,Hepatitis A vaccine","Beta-adrenergic blocker, beta1-selective,Myocardial infarction,Cardiac arrhythmia, ventricular,Depression,Antihypertensive,Cardiac arrhythmia, supraventricular,Antibiotic, penicillin (penicillinase sensitive),Angina pectoris, unstable,Ventricular arrhythmia,Angina pectoris, stable,SVT (supraventricular tachycardia),Blood fluke,Hypertension,Beta-blocker, beta1-selective"
93400001,APO-Atorvastatin,http://www.mydr.com.au/medicines/cmis/apo-atorvastatin-tablets,10479,"Atorvastatin,Haloperidol,Metoprolol tartrate","Hyperlipidaemia,Hypertriglyceridaemia,Antibiotic, penicillin (penicillinase sensitive),Antibiotic, quinolone,Hypercholesterolaemia"
15560001,APO-Azathioprine,http://www.mydr.com.au/medicines/cmis/apo-azathioprine-tablets,10963,Azathioprine,"Antidote, pesticide,Immunosuppressant,Antibiotic, penicillin (penicillinase sensitive),CHF (congestive heart failure)"
97440001,APO-Azithromycin,http://www.mydr.com.au/medicines/cmis/apo-azithromycin-tablets,10766,"Azithromycin,Glucose","Macrolide,Bacterial infection, systemic,Infection, bacterial (systemic),Antibiotic, penicillin (penicillinase sensitive),Psoriasis, plaque,Antibiotic, macrolide,TB (tuberculosis)"
45460001,"APO-Betahistine Tablets",http://www.mydr.com.au/medicines/cmis/apo-betahistine-tablets,11497,"Ammonium chloride,Pethidine hydrochloride,Clomipramine hydrochloride,Betahistine dihydrochloride","Antibiotic, penicillin (penicillinase sensitive),Vertigo,Meniere's syndrome,Urticaria,Ulcerative colitis"
80970001,APO-Bicalutamide,http://www.mydr.com.au/medicines/cmis/apo-bicalutamide-tablets,08986,"Bicalutamide,Triglycerides, medium chain,Propamidine isethionate,Bismuth subnitrate","Cancer, prostatic,Antibiotic, penicillin (penicillinase sensitive),Antidiabetic, sodium-glucose linked transporter 2 inhibitor,Oral inflammation,Prostatic carcinoma,Carcinoma, prostatic"
92370001,APO-Bisoprolol,http://www.mydr.com.au/medicines/cmis/apo-bisoprolol-tablets,10435,"Bisoprolol fumarate,Azathioprine,Gamma globulin (human),Hepatitis A vaccine","Cardiac failure,Antibiotic, penicillin (penicillinase sensitive),Congestive cardiac failure,CHF (congestive heart failure),Heart failure,CCF (congestive cardiac failure),Blood fluke,Beta-blocker, beta1-selective,Beta-adrenergic blocker, beta1-selective"
99150001,APO-Candesartan,http://www.mydr.com.au/medicines/cmis/apo-candesartan-tablets,10793,"Candesartan cilexetil,Lenograstim (rch),Azathioprine,Gamma globulin (human),Amitriptyline hydrochloride,Sodium bicarbonate","Angiotensin II receptor antagonist,Congestive cardiac failure,CHF (congestive heart failure),Heart failure,CCF (congestive cardiac failure),Cardiac failure,Fever,Antihypertensive,Hypertension,Antibiotic, penicillin (penicillinase sensitive)"
99230001,"APO-Candesartan HCTZ",http://www.mydr.com.au/medicines/cmis/apo-candesartan-hctz,10794,"Candesartan cilexetil,Lenograstim (rch),Amitriptyline hydrochloride,Hydrochlorothiazide,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Angiotensin II receptor antagonist,Fever,Thiazide diuretic,Phaeochromocytoma,Diuretic, thiazide,Hypertension,Antihypertensive"
86780001,APO-Carvedilol,http://www.mydr.com.au/medicines/cmis/apo-carvedilol-tablets,10057,"Azathioprine,Gamma globulin (human),Rubella vaccine, live,Mumps vaccine, live,Cholestyramine,Sodium bicarbonate,Carvedilol","Heart failure,CHF (congestive heart failure),Blood fluke,CCF (congestive cardiac failure),Beta-adrenergic blocker, nonselective,Alpha-blocker,Cardiac failure,Beta-blocker, nonselective,Antihypertensive,Alpha-adrenergic blocker,Antibiotic, penicillin (penicillinase sensitive),Congestive cardiac failure,Hypertension"
12750001,APO-Cefaclor,http://www.mydr.com.au/medicines/cmis/apo-cefaclor-powder-for-oral-suspension,11482,Cefaclor,"Cephalosporin (second generation),Bacterial infection, systemic,Antibiotic, cephalosporin (second generation),Infection, bacterial (systemic),Antibiotic, penicillin (penicillinase sensitive),ARC (AIDS related complex)"
15690001,"APO-Cefaclor CD",http://www.mydr.com.au/medicines/cmis/apo-cefaclor-cd-sustained-release-tablets,11325,Cefaclor,"Cephalosporin (second generation),Bacterial infection, systemic,Antibiotic, cephalosporin (second generation),Infection, bacterial (systemic),Antibiotic, penicillin (penicillinase sensitive),ARC (AIDS related complex)"
41470001,APO-Celecoxib,http://www.mydr.com.au/medicines/cmis/apo-celecoxib-capsules,11467,"Trimeprazine tartrate,Metronidazole,Ethacrynic acid,Celecoxib,Lignocaine,Flupenthixol decanoate,Diphenoxylate hydrochloride,Allergen extracts,Loperamide hydrochloride,Cetirizine hydrochloride","Analgesic,Selective COX-2 inhibitor,Nonsteroidal anti-inflammatory (systemic),Anti-inflammatory, nonsteroidal (systemic),OA (osteoarthritis),Laxative, other,Antibiotic, penicillin (penicillinase sensitive),RA (rheumatoid arthritis),Dysmenorrhoea,Menstrual pain,Pain,COX-2 inhibitor (selective),Period pain,Osteoarthritis,Arthritis, osteo,NSAID, systemic,Rheumatoid arthritis,Ankylosing spondylitis,Arthritis, rheumatoid"
15710001,APO-Cephalexin,http://www.mydr.com.au/medicines/cmis/apo-cephalexin-capsules,11286,"Cephalexin,Disopyramide","Cephalosporin (first generation),Bacterial infection, systemic,Infection, bacterial (systemic),Antibiotic, penicillin (penicillinase sensitive),Beta-adrenergic agonist, beta1-selective,Antibiotic, cephalosporin (first generation),ARC (AIDS related complex)"
84730001,"APO-Cephalexin Powder for Suspension",http://www.mydr.com.au/medicines/cmis/apo-cephalexin-powder-for-suspension,09821,"Cephalexin,Disopyramide","Cephalosporin (first generation),Bacterial infection, systemic,Infection, bacterial (systemic),Antibiotic, penicillin (penicillinase sensitive),Beta-adrenergic agonist, beta1-selective,Antibiotic, cephalosporin (first generation),ARC (AIDS related complex)"
83610001,APO-Citalopram,http://www.mydr.com.au/medicines/cmis/apo-citalopram-tablets,09713,"Citalopram,Ipratropium bromide,Beclomethasone dipropionate,Ephedrine sulfate,Atenolol","Antibiotic, penicillin (penicillinase sensitive),Mood disorder,SSRI (selective serotonin reuptake inhibitor),Affective disorder,5HT uptake inhibitor,Serotonin uptake inhibitor,Antidepressant, 5HT uptake inhibitor,Depression,Thyroid hormone"
82000001,APO-Clarithromycin,http://www.mydr.com.au/medicines/cmis/apo-clarithromycin-tablets,09880,"Clarithromycin,Magnesium chloride,Procaine hydrochloride,Mepivacaine hydrochloride,Pancrelipase,Glucose","COAD (chronic obstructive airway disease),Chronic bronchitis,Airway obstruction, chronic,TB (tuberculosis),Airway limitation, chronic,Macrolide,CAL (chronic airway limitation),Bacterial infection, systemic,Bronchitis, chronic,Infection, bacterial (systemic),Antibiotic, macrolide,Antibiotic, penicillin (penicillinase sensitive)"
41900001,APO-Clindamycin,http://www.mydr.com.au/medicines/cmis/apo-clindamycin-capsules,11503,"Clindamycin,Podophyllotoxin","Bacterial infection, systemic,Infection, bacterial (systemic),Antibiotic, penicillin (penicillinase sensitive),Helminth infestation"
86110001,"APO-Clopidogrel Blister",http://www.mydr.com.au/medicines/cmis/apo-clopidogrel-blister-tablets,10615,"Clopidogrel,Pseudoephedrine sulfate,Dexchlorpheniramine maleate","Embolism,Thromboembolic disorder,Antibiotic, penicillin (penicillinase sensitive),Clotting disorder,Coagulopathy,Coagulation disorder,Platelet aggregation inhibitor"
97290001,"APO-Clopidogrel Bottle",http://www.mydr.com.au/medicines/cmis/apo-clopidogrel-bottle-tablets,10616,"Clopidogrel,Pseudoephedrine sulfate,Dexchlorpheniramine maleate","Embolism,Thromboembolic disorder,Antibiotic, penicillin (penicillinase sensitive),Clotting disorder,Coagulopathy,Coagulation disorder,Platelet aggregation inhibitor"
96050001,APO-Clopidogrel/Aspirin,http://www.mydr.com.au/medicines/cmis/apo-clopidogrel-aspirin-tablets,10617,"Clopidogrel,Acetylsalicylic acid,Clotrimazole,Aspirin,Diltiazem hydrochloride","Antibiotic, penicillin (penicillinase sensitive),Fusion inhibitor,Myocardial infarction,Collagen disease,Angina pectoris, unstable,Platelet aggregation inhibitor"
84810001,"APO-Clotrimazole 3 and 6 Day Cream",http://www.mydr.com.au/medicines/cmis/apo-clotrimazole-3-and-6-day-cream,10391,"Paraffin, white soft,Carmellose sodium,Clotrimazole,Pericyazine","Vaginitis, senile,Antibiotic, penicillin (penicillinase sensitive),Vaginal thrush,Thrush, vaginal,Myocardial infarction,Moniliasis, vaginal,Candidiasis, vaginal,Vaginal candidiasis"
89490001,Apo-Diazepam,http://www.mydr.com.au/medicines/cmis/apo-diazepam-tablets,10195,"Salbutamol,Papaverine hydrochloride,Diazepam,Nifedipine,Cinchocaine hydrochloride","Skeletal muscle spasm,Antibiotic, penicillin (penicillinase sensitive),Anxiolytic,Withdrawal, alcohol,DTs (delirium tremens),Anaesthetic, oropharyngeal,Delirium tremens,Antiarrhythmic, class IB,Muscle relaxant, skeletal,Sedative,Benzodiazepine,Anxiety state,Alcohol withdrawal"
85040001,APO-Diclofenac,http://www.mydr.com.au/medicines/cmis/apo-diclofenac-tablets,09792,"Trimeprazine tartrate,Metronidazole,Ethacrynic acid,Lignocaine,Diclofenac sodium,Diphenoxylate hydrochloride,Allergen extracts,Loperamide hydrochloride,Cetirizine hydrochloride","Analgesic,Nonsteroidal anti-inflammatory (systemic),Anti-inflammatory, nonsteroidal (systemic),OA (osteoarthritis),Laxative, other,Rheumatoid condition,RA (rheumatoid arthritis),Dysmenorrhoea,Antibiotic, penicillin (penicillinase sensitive),Menstrual pain,Pain,Period pain,Osteoarthritis,Arthritis, osteo,NSAID, systemic,Rheumatoid arthritis,Arthritis, rheumatoid"
42520001,APO-Dipyridamole/Aspirin,http://www.mydr.com.au/medicines/cmis/apo-dipyridamole-aspirin-modified-release-capsules,11535,"Acetylsalicylic acid,Pseudoephedrine sulfate,Dexchlorpheniramine maleate,Oxycodone hydrochloride,Dextropropoxyphene napsylate,Aspirin,Dipyridamole","Fusion inhibitor,Coagulopathy,Clotting disorder,Platelet aggregation inhibitor,Coagulation disorder,Embolism,Antithrombotic,Thromboembolic disorder,Antiplatelet,Antibiotic, penicillin (penicillinase sensitive),Collagen disease"
97740001,APO-Donepezil,http://www.mydr.com.au/medicines/cmis/apo-donepezil-tablets,10704,"Donepezil hydrochloride,Danaparoid sodium,Nimodipine","Alzheimer's disease,Hypotension, elective surgical,Antibiotic, penicillin (penicillinase sensitive),Dementia,Anticholinesterase"
97850001,APO-Duloxetine,http://www.mydr.com.au/medicines/cmis/apo-duloxetine-capsules,10665,"Immunoglobulin, normal (human),Immunoglobulin (hepatitis B),Ipratropium bromide,Beclomethasone dipropionate,Atenolol,Duloxetine,Cinchocaine hydrochloride,AZT (azidothymidine)","Antidepressant, serotonin and noradrenaline reuptake inhibitor,SNRI,SNRI (serotonin and noradrenaline reuptake inhibitors),Anxiolytic,Mood disorder,Thyroid hormone,Affective disorder,Antibiotic, penicillin (penicillinase sensitive),Depression,Anxiety state,Serotonin and noradrenaline reuptake inhibitor"
11120001,APO-Enalapril,http://www.mydr.com.au/medicines/cmis/apo-enalapril-tablets,11223,"Azathioprine,Gamma globulin (human),Amitriptyline hydrochloride,Enalapril maleate,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Congestive cardiac failure,CHF (congestive heart failure),Heart failure,CCF (congestive cardiac failure),ACE inhibitor,Fever,Angiotensin converting enzyme inhibitor,Diuretic, potassium sparing,Cardiac failure,Hypertension,Antihypertensive"
83090001,APO-Escitalopram,http://www.mydr.com.au/medicines/cmis/apo-escitalopram-tablets,09675,"Escitalopram,Ipratropium bromide,Beclomethasone dipropionate,Ephedrine sulfate,Atenolol","Antibiotic, penicillin (penicillinase sensitive),Obsessive compulsive disorder,Mood disorder,SSRI (selective serotonin reuptake inhibitor),Affective disorder,5HT uptake inhibitor,Serotonin uptake inhibitor,Antidepressant, 5HT uptake inhibitor,Depression,Thyroid hormone"
91000001,APO-Exemestane,http://www.mydr.com.au/medicines/cmis/apo-exemestane-tablets,10503,"Exemestane,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Mammary carcinoma,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Breast carcinoma,Carcinoma, breast,Cancer, breast"
86810001,APO-Famciclovir,http://www.mydr.com.au/medicines/cmis/apo-famciclovir-tablets/patients-with-genital-herpes,10091,"Selenomethionine,Famciclovir,Benzoyl peroxide,Methylprednisolone","Antibiotic, penicillin (penicillinase sensitive),Antiviral,Herpes labialis,Herpes simplex, genital,Herpes simplex, lip,Cold sore,Infestation, helminth,Herpes zoster,Genital herpes,Viral infection,Shingles"
86810001,APO-Famciclovir,http://www.mydr.com.au/medicines/cmis/apo-famciclovir-tablets/patients-with-shingles,10094,"Selenomethionine,Famciclovir,Benzoyl peroxide,Methylprednisolone","Herpes simplex, genital,Herpes simplex, lip,Cold sore,Infestation, helminth,Herpes zoster,Genital herpes,Viral infection,Shingles,Antibiotic, penicillin (penicillinase sensitive),Antiviral,Herpes labialis"
86810001,APO-Famciclovir,http://www.mydr.com.au/medicines/cmis/apo-famciclovir-tablets/patients-with-cold-sores,10345,"Selenomethionine,Famciclovir,Benzoyl peroxide,Methylprednisolone","Herpes simplex, lip,Cold sore,Infestation, helminth,Herpes zoster,Genital herpes,Viral infection,Shingles,Antibiotic, penicillin (penicillinase sensitive),Antiviral,Herpes labialis,Herpes simplex, genital"
93610001,"APO-Finasteride 5",http://www.mydr.com.au/medicines/cmis/apo-finasteride-5-tablets,10296,"Finasteride,Pneumococcal vaccine,Vincristine sulfate","Puberty, precocious,Prostatic hyperplasia, benign,Antibiotic, penicillin (penicillinase sensitive),BPH (benign prostatic hyperplasia),Benign prostatic hyperplasia"
82610001,APO-Fluconazole,http://www.mydr.com.au/medicines/cmis/apo-fluconazole-capsules,09670,"Interferon alfa-2b,Fluconazole,Teicoplanin,Carbidopa,Oxybutynin hydrochloride,Tetrabenazine,Retinol,Levodopa,Vitamin E acetate,Pericyazine,Paraffin, white soft,Pindolol,Carmellose sodium","Tinea corporis,Oropharyngeal candidiasis,Hyperprolactinaemia,Fungal infection, systemic,Tinea cruris,Tinea pedis,Moniliasis, vaginal,Infection, fungal (systemic),Fungal infection, cutaneous,Antifungal, systemic,Infection, fungal (cutaneous),Vaginal candidiasis,Candidiasis, intestinal,Oral thrush,Fungal infection,Jock itch,Candidiasis, systemic,Candidiasis, oropharyngeal,Oropharyngeal thrush,Antifungal,Athlete's foot,Infection, fungal,Candidiasis, vaginal,Thrush, oropharyngeal,Vaginal thrush,Infestation, worm,Antibiotic, penicillin (penicillinase sensitive),Dermatomycoses,Oral candidiasis,Thrush, vaginal,Moniliasis, oral"
84410001,"APO-Fluconazole One",http://www.mydr.com.au/medicines/cmis/apo-fluconazole-one-capsules,10550,"Paraffin, white soft,Carmellose sodium,Fluconazole,Pericyazine","Vaginal candidiasis,Antibiotic, penicillin (penicillinase sensitive),Vaginal thrush,Thrush, vaginal,Hyperprolactinaemia,Infestation, worm,Candidiasis, vaginal,Moniliasis, vaginal"
82440001,APO-Fluvoxamine,http://www.mydr.com.au/medicines/cmis/apo-fluvoxamine-tablets,09640,"Fluvoxamine maleate,Ipratropium bromide,Beclomethasone dipropionate,Atenolol","Thyroid hormone,Antibiotic, penicillin (penicillinase sensitive),Obsessive compulsive disorder,Mood disorder,SSRI (selective serotonin reuptake inhibitor),Affective disorder,5HT uptake inhibitor,Depression,Antidepressant, 5HT uptake inhibitor"
11280001,APO-Fosinopril,http://www.mydr.com.au/medicines/cmis/apo-fosinopril-tablets,10879,"Azathioprine,Gamma globulin (human),Amitriptyline hydrochloride,Fosinopril sodium,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Congestive cardiac failure,CHF (congestive heart failure),Heart failure,CCF (congestive cardiac failure),ACE inhibitor,Fever,Angiotensin converting enzyme inhibitor,Antiarrhythmic, class III,Cardiac failure,Hypertension,Antihypertensive"
82010001,"APO-Fosinopril HCTZ",http://www.mydr.com.au/medicines/cmis/apo-fosinopril-hctz-10-12-5-mg-tablets,09589,"Amitriptyline hydrochloride,Hydrochlorothiazide,Fosinopril sodium,Sodium bicarbonate","Antihypertensive,Antibiotic, penicillin (penicillinase sensitive),Fever,Thiazide diuretic,Phaeochromocytoma,ACE inhibitor,Antiarrhythmic, class III,Angiotensin converting enzyme inhibitor,Hypertension,Diuretic, thiazide"
95360001,APO-Frusemide,http://www.mydr.com.au/medicines/cmis/apo-frusemide-tablets,10577,"Furosemide,Interferon alfa-2a,Azathioprine,Gamma globulin (human),Frusemide,Sodium bicarbonate","Heart failure,Carcinoma, pancreas,Schistosoma infestation,Loop diuretic,Diuretic, loop,CHF (congestive heart failure),Oedema,CCF (congestive cardiac failure),Cardiac failure,Antidiabetic, sulfonylurea,Antihypertensive,Congestive cardiac failure,Hypertension,Antibiotic, penicillin (penicillinase sensitive)"
84570001,APO-Gabapentin,http://www.mydr.com.au/medicines/cmis/apo-gabapentin-capsules,09757,"Gabapentin,Loratadine,Acetylcysteine,Dopamine hydrochloride","Anticonvulsant,Antibiotic, penicillin (penicillinase sensitive),Neuropathic pain,Noradrenaline reuptake inhibitor,Jacksonian epilepsy,Focal seizure,Seizure,Partial epilepsy,Convulsion,Epilepsy, partial,Paroxysmal dyspnoea"
94860001,"APO-Galantamine MR",http://www.mydr.com.au/medicines/cmis/apo-galantamine-mr-modified-release-capsules,10534,"Galantamine,Danaparoid sodium,Nimodipine","Alzheimer's disease,Hypotension, elective surgical,Antibiotic, penicillin (penicillinase sensitive),Dementia,Anticholinesterase"
84270001,"Apo-Gliclazide MR",http://www.mydr.com.au/medicines/cmis/apo-gliclazide-mr-modified-release-tablets,09732,"Carbachol,Pertussis vaccine,Gliclazide,Frusemide","Diabetes mellitus,Antibiotic, penicillin (penicillinase sensitive),Sulfonylurea,Hypertrophic subaortic stenosis,Warts,Antidiabetic, sulfonylurea"
84300001,APO-Glimepiride,http://www.mydr.com.au/medicines/cmis/apo-glimepiride-tablets,09718,"Glimepiride,Carbachol,Pertussis vaccine,Frusemide","Diabetes mellitus,Antibiotic, penicillin (penicillinase sensitive),Sulfonylurea,Hypertrophic subaortic stenosis,Antidiabetic, sulfonylurea"
