id,section_id,title,url,reviewed,created,pub_status,section_url,"canonical url"
2579,27,"Travelling and medical documentation",travelling-and-medical-documentation,2010-12-07,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/travelling-and-medical-documentation
2580,27,"Travellers with special needs",travellers-with-special-needs,2010-12-07,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/travellers-with-special-needs
2581,27,"Travel vaccinations",travel-vaccinations,2009-11-09,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/travel-vaccinations
2582,20,"Shingles: essential facts",shingles-essential-facts,2010-12-01,"2008-12-03 11:11:45",1,pain,http://www.mydr.com.au/pain/shingles-essential-facts
2583,28,"Vulval problems: a self-help guide",vulval-problems-a-self-help-guide,2013-06-18,"2008-12-03 11:11:45",1,womens-health,http://www.mydr.com.au/womens-health/vulval-problems-a-self-help-guide
2585,8,"Herbal medicine",herbal-medicine,2010-09-01,"2008-12-03 11:11:45",1,complementary-medicine,http://www.mydr.com.au/complementary-medicine/herbal-medicine
2587,11,"Burns: how to treat",burns-how-to-treat,2013-02-13,"2008-12-03 11:11:45",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/burns-how-to-treat
2589,27,"Travel medical kit checklist",travel-medical-kit-checklist,2016-01-05,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/travel-medical-kit-checklist
2590,10,"Sun protection with sunglasses",sun-protection-with-sunglasses,2010-12-01,"2008-12-03 11:11:45",1,eye-health,http://www.mydr.com.au/eye-health/sun-protection-with-sunglasses
2591,27,"Mosquito-borne disease prevention",mosquito-borne-disease-prevention,2016-02-10,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/mosquito-borne-disease-prevention
2592,27,"Eating out safely ",eating-out-safely,2013-08-09,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/eating-out-safely
2593,19,"Alcohol and Christmas: tips",alcohol-and-christmas-tips,2015-11-30,"2008-12-03 11:11:45",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/alcohol-and-christmas-tips
2594,27,"Food tips for travellers",food-tips-for-travellers,2010-01-08,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/food-tips-for-travellers
2595,27,"Water safety",water-safety,2015-12-07,"2008-12-03 11:11:45",1,travel-health,http://www.mydr.com.au/travel-health/water-safety
2596,11,"First aid for bites and stings",first-aid-for-bites-and-stings,2011-04-08,"2008-12-03 11:11:45",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/first-aid-for-bites-and-stings
2608,5,"Asthma, pregnancy and breast feeding",asthma-pregnancy-and-breast-feeding,2009-10-21,"2008-12-03 11:11:45",1,asthma,http://www.mydr.com.au/asthma/asthma-pregnancy-and-breast-feeding
2611,25,"Sports injury prevention",sports-injury-prevention,2015-11-07,"2008-12-03 11:11:45",1,sports-fitness,http://www.mydr.com.au/sports-fitness/sports-injury-prevention
2613,5,"Asthma and exercise",asthma-and-exercise,2014-11-03,"2008-12-03 11:11:45",1,asthma,http://www.mydr.com.au/asthma/asthma-and-exercise
2622,7,"Prostate cancer: who should be tested?",prostate-cancer-who-should-be-tested,2013-01-18,"2008-12-03 11:11:46",1,cancer-care,http://www.mydr.com.au/cancer-care/prostate-cancer-who-should-be-tested
2679,24,"Contact dermatitis",contact-dermatitis,2012-11-26,"2008-12-03 11:11:47",1,skin-hair,http://www.mydr.com.au/skin-hair/contact-dermatitis
2682,5,"Asthma: can swimming help?",asthma-can-swimming-help,2014-11-03,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-can-swimming-help
2684,5,"Asthma in teenagers",asthma-in-teenagers,2014-10-25,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-in-teenagers
2685,5,"Occupational asthma and asthma in the workplace",occupational-asthma-and-asthma-in-the-workplace,2009-10-21,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/occupational-asthma-and-asthma-in-the-workplace
2686,5,"Asthma management for schoolchildren",asthma-management-for-schoolchildren,2014-12-08,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-management-for-schoolchildren
2687,27,"Asthma and travelling",asthma-and-travelling,2009-11-18,"2008-12-03 11:11:47",1,travel-health,http://www.mydr.com.au/travel-health/asthma-and-travelling
2688,5,"Nebulisers and asthma",nebulisers-and-asthma,2009-04-28,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/nebulisers-and-asthma
2689,5,"Asthma inhalers: how do I use my puffer?",asthma-inhalers-how-do-i-use-my-puffer,2015-09-21,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-inhalers-how-do-i-use-my-puffer
2690,5,"Asthma and influenza",asthma-and-influenza,2009-08-30,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-and-influenza
2695,19,"Asthma and dairy foods",asthma-and-dairy-foods,2011-06-21,"2008-12-03 11:11:47",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/asthma-and-dairy-foods
2699,26,"Lung function tests",lung-function-tests,2009-08-23,"2008-12-03 11:11:47",1,tests-investigations,http://www.mydr.com.au/tests-investigations/lung-function-tests
2701,5,"Asthma: preventer medications",asthma-preventer-medications,2015-09-10,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-preventer-medications
2702,5,"Asthma: reliever medications",asthma-reliever-medications,2015-09-10,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-reliever-medications
2704,11,"Organ donation",organ-donation,2013-09-18,"2008-12-03 11:11:47",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/organ-donation
2705,22,"Asthma and older people",asthma-and-older-people,2009-11-18,"2008-12-03 11:11:47",1,seniors-health,http://www.mydr.com.au/seniors-health/asthma-and-older-people
2706,5,"Asthma and pets",asthma-and-pets,2014-10-15,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/asthma-and-pets
2708,8,"Asthma and complementary therapies",asthma-and-complementary-therapies,2014-06-03,"2008-12-03 11:11:47",1,complementary-medicine,http://www.mydr.com.au/complementary-medicine/asthma-and-complementary-therapies
2709,5,"Bronchial asthma and cardiac asthma",bronchial-asthma-and-cardiac-asthma,2010-01-26,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/bronchial-asthma-and-cardiac-asthma
2711,5,"Buteyko breathing for asthma",buteyko-breathing-for-asthma,2009-10-21,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/buteyko-breathing-for-asthma
2716,5,"Animation: asthma attack ",animation-asthma-attack,2010-05-07,"2008-12-03 11:11:47",1,asthma,http://www.mydr.com.au/asthma/animation-asthma-attack
2724,4,"Exercising and arthritis",exercising-and-arthritis,2009-08-17,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/exercising-and-arthritis
2725,4,"Arthritis: sex and intimacy",arthritis-sex-and-intimacy,2009-07-29,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-sex-and-intimacy
2728,4,"Osteoarthritis: over-the-counter treatments",osteoarthritis-over-the-counter-treatments,2014-02-11,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/osteoarthritis-over-the-counter-treatments
2730,4,"Rheumatoid arthritis: Isabelle's story",rheumatoid-arthritis-isabelles-story,2001-02-07,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/rheumatoid-arthritis-isabelles-story
2738,4,"Arthritis types",arthritis-types,2014-08-19,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-types
2739,16,"Juvenile chronic arthritis",juvenile-chronic-arthritis,2009-06-19,"2008-12-03 11:11:47",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/juvenile-chronic-arthritis
2744,22,"Arthritis: why exercise can help seniors",arthritis-why-exercise-can-help-seniors,2009-08-30,"2008-12-03 11:11:47",1,seniors-health,http://www.mydr.com.au/seniors-health/arthritis-why-exercise-can-help-seniors
2745,4,"Rheumatoid arthritis: Caitlin's story",rheumatoid-arthritis-caitlins-story,2001-02-14,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/rheumatoid-arthritis-caitlins-story
2746,4,"Arthritis and surgery: hip replacement",arthritis-and-surgery-hip-replacement,2015-11-20,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-and-surgery-hip-replacement
2747,4,"Arthritis and surgery: knee replacement",arthritis-and-surgery-knee-replacement,2015-11-20,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-and-surgery-knee-replacement
2748,4,"Arthritis: how osteoarthritis and rheumatoid arthritis affect joints",arthritis-how-osteoarthritis-and-rheumatoid-arthritis-affect-joints,2009-07-29,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-how-osteoarthritis-and-rheumatoid-arthritis-affect-joints
2749,4,Skeleton,skeleton,2013-02-28,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/skeleton
2750,4,"Rheumatoid arthritis: prescription medicines",rheumatoid-arthritis-prescription-medicines,2010-03-31,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/rheumatoid-arthritis-prescription-medicines
2751,2,"Quit smoking: 10 tips",quit-smoking-10-tips,2015-04-08,"2008-12-03 11:11:47",1,addictions,http://www.mydr.com.au/addictions/quit-smoking-10-tips
2752,29,"Prescription medicines: 10 tips for using them safely",prescription-medicines-10-tips-for-using-them-safely,2010-09-24,"2008-12-03 11:11:47",1,medicines,http://www.mydr.com.au/medicines/prescription-medicines-10-tips-for-using-them-safely
2753,19,"Dietary guidelines for healthy eating",dietary-guidelines-for-healthy-eating,2015-06-02,"2008-12-03 11:11:47",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/dietary-guidelines-for-healthy-eating
2754,4,"Arthritis: adapting for the workplace",arthritis-adapting-for-the-workplace,2009-08-16,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-adapting-for-the-workplace
2755,4,"Arthritis: coping with your emotions",arthritis-coping-with-your-emotions,2009-08-16,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-coping-with-your-emotions
2756,4,"Arthritis: aids and equipment to help",arthritis-aids-and-equipment-to-help,2009-08-23,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-aids-and-equipment-to-help
2761,4,"Osteoarthritis: prescription medicines",osteoarthritis-prescription-medicines,2012-05-09,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/osteoarthritis-prescription-medicines
2773,4,"Arthritis and stress ",arthritis-and-stress,2011-04-08,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-and-stress
2774,4,"Arthritis and the weather",arthritis-and-the-weather,2011-05-06,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-and-the-weather
2776,4,"Arthritis exercises",arthritis-exercises,2009-08-23,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/arthritis-exercises
2778,4,"Osteoarthritis insights and advances",osteoarthritis-insights-and-advances,2012-09-03,"2008-12-03 11:11:47",1,arthritis,http://www.mydr.com.au/arthritis/osteoarthritis-insights-and-advances
2779,19,"Arthritis and nutrition",arthritis-and-nutrition,2009-11-30,"2008-12-03 11:11:47",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/arthritis-and-nutrition
2780,8,"Arthritis treatment with dietary supplements",arthritis-treatment-with-dietary-supplements,2014-02-24,"2008-12-03 11:11:48",1,complementary-medicine,http://www.mydr.com.au/complementary-medicine/arthritis-treatment-with-dietary-supplements
2783,8,"Arthritis: complementary therapies",arthritis-complementary-therapies,2009-11-09,"2008-12-03 11:11:48",1,complementary-medicine,http://www.mydr.com.au/complementary-medicine/arthritis-complementary-therapies
2784,8,"Glucosamine and chondroitin in arthritis treatment",glucosamine-and-chondroitin-in-arthritis-treatment,2010-03-31,"2008-12-03 11:11:48",1,complementary-medicine,http://www.mydr.com.au/complementary-medicine/glucosamine-and-chondroitin-in-arthritis-treatment
2785,8,"Copper and magnetic bracelets for arthritis?",copper-and-magnetic-bracelets-for-arthritis,2009-11-25,"2008-12-03 11:11:48",1,complementary-medicine,http://www.mydr.com.au/complementary-medicine/copper-and-magnetic-bracelets-for-arthritis
2786,8,"Arthritis: physical therapies",arthritis-physical-therapies,2009-11-09,"2008-12-03 11:11:48",1,complementary-medicine,http://www.mydr.com.au/complementary-medicine/arthritis-physical-therapies
2795,14,"High blood pressure should be treated",high-blood-pressure-should-be-treated,2010-01-15,"2008-12-03 11:11:48",1,heart-stroke,http://www.mydr.com.au/heart-stroke/high-blood-pressure-should-be-treated
2796,14,"Pernicious anaemia",pernicious-anaemia,2009-01-31,"2008-12-03 11:11:48",1,heart-stroke,http://www.mydr.com.au/heart-stroke/pernicious-anaemia
2799,23,"Safe sex using condoms",safe-sex-using-condoms,2010-12-01,"2008-12-03 11:11:48",1,sexual-health,http://www.mydr.com.au/sexual-health/safe-sex-using-condoms
2800,28,"Cystitis: bladder infection",cystitis-bladder-infection,2012-11-13,"2008-12-03 11:11:48",1,womens-health,http://www.mydr.com.au/womens-health/cystitis-bladder-infection
2801,6,"Pregnancy testing",pregnancy-testing,2009-10-21,"2008-12-03 11:11:48",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/pregnancy-testing
2802,28,"Vaginal thrush",vaginal-thrush,2009-09-07,"2008-12-03 11:11:48",1,womens-health,http://www.mydr.com.au/womens-health/vaginal-thrush
2804,28,"Period pain treatment",period-pain-treatment,2013-10-16,"2008-12-03 11:11:48",1,womens-health,http://www.mydr.com.au/womens-health/period-pain-treatment
2809,6,"SIDS: frequently asked questions",sids-frequently-asked-questions,2010-01-01,"2008-12-03 11:11:48",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/sids-frequently-asked-questions
2810,6,"SIDS: reducing the risk",sids-reducing-the-risk,2010-01-01,"2008-12-03 11:11:48",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/sids-reducing-the-risk
2813,18,"Depression: Julie's story",depression-julies-story,2001-03-08,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/depression-julies-story
2818,22,"Dementia statistics",dementia-statistics,2011-03-01,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/dementia-statistics
2821,22,"Dementia risk factors",dementia-risk-factors,2011-01-01,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/dementia-risk-factors
2822,22,"Dementia and communication",dementia-and-communication,2011-01-29,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/dementia-and-communication
2824,22,"Dementia and dressing",dementia-and-dressing,2011-01-29,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/dementia-and-dressing
2825,22,"Dementia and dental care ",dementia-and-dental-care,2011-01-29,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/dementia-and-dental-care
2827,22,"Incontinence in dementia ",incontinence-in-dementia,2011-01-29,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/incontinence-in-dementia
2828,22,"Dementia and feelings",dementia-and-feelings,2011-01-29,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/dementia-and-feelings
2834,22,"Fronto temporal lobar degeneration",fronto-temporal-lobar-degeneration,2011-01-29,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/fronto-temporal-lobar-degeneration
2836,22,"Hallucinations and false ideas in dementia",hallucinations-and-false-ideas-in-dementia,2009-04-01,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/hallucinations-and-false-ideas-in-dementia
2841,22,"Dementia: what is it?          ",dementia-what-is-it,2013-03-01,"2008-12-03 11:11:48",1,seniors-health,http://www.mydr.com.au/seniors-health/dementia-what-is-it
2842,18,"Anxiety disorder medicines",anxiety-disorder-medicines,2011-07-20,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/anxiety-disorder-medicines
2843,18,"Schizophrenia medicines",schizophrenia-medicines,2010-09-08,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/schizophrenia-medicines
2846,18,"Antidepressant medicines",antidepressant-medicines,2012-12-19,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/antidepressant-medicines
2847,18,"Selective serotonin reuptake inhibitors (SSRIs) for depression",selective-serotonin-reuptake-inhibitors-ssris-for-depression,2012-12-19,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/selective-serotonin-reuptake-inhibitors-ssris-for-depression
2848,18,"Tricyclic antidepressants",tricyclic-antidepressants,2012-12-19,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/tricyclic-antidepressants
2849,18,"Monoamine oxidase inhibitors (MAOIs) for depression",monoamine-oxidase-inhibitors-maois-for-depression,2012-12-19,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/monoamine-oxidase-inhibitors-maois-for-depression
2850,18,"Serotonin and noradrenaline reuptake inhibitors for depression",Serotonin-and-noradrenaline-reuptake-inhibitors-for-depression,2010-03-31,"2008-12-03 11:11:48",1,mental-health,http://www.mydr.com.au/mental-health/Serotonin-and-noradrenaline-reuptake-inhibitors-for-depression
2851,12,Heartburn,heartburn,2011-03-30,"2008-12-03 11:11:48",1,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/heartburn
2853,6,"Ovulation testing",ovulation-testing,2012-12-21,"2008-12-03 11:11:48",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/ovulation-testing
2859,12,"Heartburn treatments",heartburn-treatments,2011-06-01,"2008-12-03 11:11:48",1,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/heartburn-treatments
2862,6,"Baby's cot: making your baby's cot SIDS safe",babys-cot-making-your-babys-cot-sids-safe,2011-05-02,"2008-12-03 11:11:48",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/babys-cot-making-your-babys-cot-sids-safe
2876,6,"Getting pregnant",getting-pregnant,2012-12-21,"2008-12-03 11:11:49",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/getting-pregnant
2881,6,"Pregnancy planning",pregnancy-planning,2009-07-08,"2008-12-03 11:11:49",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/pregnancy-planning
2882,28,"Breast cancer: detection and diagnosis",breast-cancer-detection-and-diagnosis,2011-09-28,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/breast-cancer-detection-and-diagnosis
2883,9,"Diabetes: type 2 diabetes testing",diabetes-type-2-diabetes-testing,2015-09-08,"2008-12-03 11:11:49",1,diabetes,http://www.mydr.com.au/diabetes/diabetes-type-2-diabetes-testing
2884,28,"Breast cancer prevention",breast-cancer-prevention,2009-04-10,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/breast-cancer-prevention
2885,9,"Diabetes in Australia",diabetes-in-australia,2011-07-06,"2008-12-03 11:11:49",1,diabetes,http://www.mydr.com.au/diabetes/diabetes-in-australia
2887,12,"Irritable bowel syndrome: causes and symptoms",irritable-bowel-syndrome-causes-and-symptoms,2011-07-01,"2008-12-03 11:11:49",1,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/irritable-bowel-syndrome-causes-and-symptoms
2888,12,"Irritable bowel syndrome treatment",irritable-bowel-syndrome-treatment,2012-08-29,"2008-12-03 11:11:49",1,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/irritable-bowel-syndrome-treatment
2889,28,"Breast cancer risk factors",breast-cancer-risk-factors,2013-07-29,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/breast-cancer-risk-factors
2890,19,"Vitamin and mineral supplements: when are they needed?",vitamin-and-mineral-supplements-when-are-they-needed,2015-10-20,"2008-12-03 11:11:49",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/vitamin-and-mineral-supplements-when-are-they-needed
2891,2,"Alcohol: what is it?",alcohol-what-is-it,2012-06-30,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/alcohol-what-is-it
2893,2,"Pregnancy, alcohol and other drugs",pregnancy-alcohol-and-other-drugs,2012-05-01,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/pregnancy-alcohol-and-other-drugs
2894,2,"Blood alcohol concentration (BAC)",blood-alcohol-concentration-bac,2011-06-08,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/blood-alcohol-concentration-bac
2895,2,"Alcohol: how to drink less",alcohol-how-to-drink-less,2009-06-01,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/alcohol-how-to-drink-less
2896,2,"Alcohol and effects on driving",alcohol-and-effects-on-driving,2012-04-27,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/alcohol-and-effects-on-driving
2899,2,"Alcohol and social problems",alcohol-and-social-problems,2012-06-30,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/alcohol-and-social-problems
2901,2,"Alcohol: withdrawal and treatment",alcohol-withdrawal-and-treatment,2012-06-30,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/alcohol-withdrawal-and-treatment
2902,2,"Alcohol: tolerance and dependence",alcohol-tolerance-and-dependence,2012-06-30,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/alcohol-tolerance-and-dependence
2903,2,"Alcohol: effects",alcohol-effects,2012-06-30,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/alcohol-effects
2905,2,"Standard drinks",standard-drinks,2009-06-01,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/standard-drinks
2906,2,"Cigarette smoke: what's in it?",cigarette-smoke-what-s-in-it,2012-04-27,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/cigarette-smoke-what-s-in-it
2907,2,"Smoking: what are the effects?",smoking-what-are-the-effects,2012-04-27,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/smoking-what-are-the-effects
2909,2,"Heroin: what is it?",heroin-what-is-it,2011-02-04,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/heroin-what-is-it
2911,2,"Heroin: what are the effects?",heroin-what-are-the-effects,2011-02-04,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/heroin-what-are-the-effects
2912,2,"Heroin: withdrawal and treatment",heroin-withdrawal-and-treatment,2011-02-04,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/heroin-withdrawal-and-treatment
2913,2,"Heroin: tolerance and dependence",heroin-tolerance-and-dependence,2011-02-04,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/heroin-tolerance-and-dependence
2914,2,"Heroin and pregnancy",heroin-and-pregnancy,2011-02-04,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/heroin-and-pregnancy
2915,2,"Cannabis: what is it?",cannabis-what-is-it,2012-01-25,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/cannabis-what-is-it
2917,2,"Cannabis/marijuana: what are the effects?",cannabis-marijuana-what-are-the-effects,2012-01-25,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/cannabis-marijuana-what-are-the-effects
2918,2,"Cannabis: tolerance and dependence",cannabis-tolerance-and-dependence,2012-01-25,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/cannabis-tolerance-and-dependence
2919,2,"Cannabis: withdrawal and treatment",cannabis-withdrawal-and-treatment,2012-01-25,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/cannabis-withdrawal-and-treatment
2920,11,Headache,headache,2010-02-12,"2008-12-03 11:11:49",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/headache
2921,11,"Tension headache treatments ",tension-headache-treatments,2014-08-11,"2008-12-03 11:11:49",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/tension-headache-treatments
2926,6,"Nappy rash",nappy-rash,2009-05-27,"2008-12-03 11:11:49",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/nappy-rash
2927,6,"Nappy rash treatments",nappy-rash-treatments,2009-03-30,"2008-12-03 11:11:49",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/nappy-rash-treatments
2930,24,"Oral thrush",oral-thrush,2014-02-11,"2008-12-03 11:11:49",1,skin-hair,http://www.mydr.com.au/skin-hair/oral-thrush
2931,28,"Breasts: inside women's breasts",breasts-inside-womens-breasts,2015-12-09,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/breasts-inside-womens-breasts
2933,28,"Breast cancer: treatments",breast-cancer-treatments,2009-04-10,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/breast-cancer-treatments
2934,24,"Hair loss",hair-loss,2009-12-08,"2008-12-03 11:11:49",1,skin-hair,http://www.mydr.com.au/skin-hair/hair-loss
2935,24,"Hair loss: treatment options",hair-loss-treatment-options,2009-03-11,"2008-12-03 11:11:49",1,skin-hair,http://www.mydr.com.au/skin-hair/hair-loss-treatment-options
2939,3,"Hay fever treatments",hay-fever-treatments,2009-03-31,"2008-12-03 11:11:49",1,allergy,http://www.mydr.com.au/allergy/hay-fever-treatments
2941,24,"Eczema: prevention and treatment",eczema-prevention-and-treatment,2012-03-21,"2008-12-03 11:11:49",1,skin-hair,http://www.mydr.com.au/skin-hair/eczema-prevention-and-treatment
2943,28,"Pelvic inflammatory disease",pelvic-inflammatory-disease,2013-11-27,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/pelvic-inflammatory-disease
2946,28,"Female reproductive organs",female-reproductive-organs,2015-07-30,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/female-reproductive-organs
2947,24,"Feet: how to care for your feet",feet-how-to-care-for-your-feet,2010-07-07,"2008-12-03 11:11:49",1,skin-hair,http://www.mydr.com.au/skin-hair/feet-how-to-care-for-your-feet
2954,24,"Acne treatments",acne-treatments,2009-04-18,"2008-12-03 11:11:49",1,skin-hair,http://www.mydr.com.au/skin-hair/acne-treatments
2956,24,"Dandruff treatments",dandruff-treatments,2009-03-25,"2008-12-03 11:11:49",1,skin-hair,http://www.mydr.com.au/skin-hair/dandruff-treatments
2957,28,"Pap smear tests",pap-smear-tests,2009-09-04,"2008-12-03 11:11:49",1,womens-health,http://www.mydr.com.au/womens-health/pap-smear-tests
2958,9,"Diabetes: living with diabetes",diabetes-living-with-diabetes,2010-03-03,"2008-12-03 11:11:49",1,diabetes,http://www.mydr.com.au/diabetes/diabetes-living-with-diabetes
2959,9,"Diabetes: monitoring and treating ",diabetes-monitoring-and-treating,2011-07-15,"2008-12-03 11:11:49",1,diabetes,http://www.mydr.com.au/diabetes/diabetes-monitoring-and-treating
2960,2,"Cannabis and driving",cannabis-and-driving,2012-04-27,"2008-12-03 11:11:49",1,addictions,http://www.mydr.com.au/addictions/cannabis-and-driving
2962,5,"Asthma overview",asthma-overview,2014-09-01,"2008-12-03 11:11:49",1,asthma,http://www.mydr.com.au/asthma/asthma-overview
2963,5,"Asthma treatments",asthma-treatments,2015-09-10,"2008-12-03 11:11:49",1,asthma,http://www.mydr.com.au/asthma/asthma-treatments
